id,relid,year,active_year,code_status,type_of_violence,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,deaths
15772,NIG-2004-3-475-7,2004,TRUE,Clear,3,Benisede oilfield,"Ojobo river port, near Shell's Benisede flow station",Bayelsa state,Ekeremor lga,5.004144,5.691118,137172,Nigeria,NGA,475,Africa,1,1,7
16245,NIG-2005-3-475-1,2005,FALSE,Clear,3,Benin city town,Uromi village (outskirts of Benin town),Edo state,Oredo lga,6.335045,5.627492,138612,Nigeria,NGA,475,Africa,1,1,1
16180,NIG-2005-3-475-17,2005,FALSE,Clear,3,Escravos site,Escravos site,Delta state,Warri South-West lga,5.614261,5.186947,137891,Nigeria,NGA,475,Africa,1,1,1
15923,NIG-2005-3-475-2,2005,FALSE,Clear,3,Makurdi town,Makurdi town,Benue state,Makurdi lga,7.7411,8.5121,140778,Nigeria,NGA,475,Africa,1,2,1
16050,NIG-2005-3-475-3,2005,FALSE,Clear,3,Ugbolokposo community,Ugbolokposo community,Delta state,Okpe lga,5.559852,5.81703,137892,Nigeria,NGA,475,Africa,1,1,1
16454,NIG-2005-3-475-5,2005,FALSE,Clear,3,Lagos town,Lagos town,Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,1
15706,NIG-2005-3-475-6,2005,FALSE,Clear,3,Onitsha town,Onitsha town,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,0
15707,NIG-2005-3-475-7,2005,FALSE,Clear,3,Onitsha town,Onitsha town,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,3
15726,NIG-2005-3-475-8,2005,FALSE,Clear,3,Onitsha town,Onitsha town (Upper Iweka District of),Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,4
16988,NIG-2006-3-475-4,2006,FALSE,Clear,3,Tombia village,Tombia village,Rivers state,Degema lga,4.788666,6.894286,136454,Nigeria,NGA,475,Africa,1,2,10
16855,NIG-2007-3-475-4,2007,FALSE,Clear,3,Port Harcourt town,Port Harcourt town,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,4,1
16885,NIG-2007-3-475-1,2007,FALSE,Clear,3,Port Harcourt town,Port Harcourt town,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,1
16274,NIG-2007-3-475-2,2007,FALSE,Clear,3,Enugu state,Enugu State,Enugu state,,6.5,7.5,139336,Nigeria,NGA,475,Africa,1,1,2
13921,NIG-2007-3-475-3,2007,FALSE,Clear,3,Anambra state,Anambra state,Anambra state,,6.333333,7,138615,Nigeria,NGA,475,Africa,1,1,1
16365,NIG-2008-3-475-1,2008,TRUE,Clear,3,Kaduna town,Kaduna town (Sabon Tasha suburb),Kaduna state,,10.52224,7.43828,145095,Nigeria,NGA,475,Africa,1,1,0
16078,NIG-2008-3-475-16,2008,TRUE,Clear,3,Ekakpamre community,Ekakpamre community,Delta state,Ughelli South lga,5.51721,5.90572,137892,Nigeria,NGA,475,Africa,1,1,1
16851,NIG-2008-3-475-14,2008,TRUE,Clear,3,Port Harcourt town,Port Harcourt town,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,1
16306,NIG-2008-3-475-10,2008,TRUE,Clear,3,Enugu town,Enugu town,Enugu state,,6.4402,7.4943,138615,Nigeria,NGA,475,Africa,1,1,1
16471,NIG-2008-3-475-12,2008,TRUE,Clear,3,Lagos town,Lagos town,Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,1
15859,NIG-2008-3-475-17,2008,TRUE,Clear,3,Southern Ijaw lga,Southern Ijaw LGA (Lubia 11 village),Bayelsa state,Southern Ijaw lga,4.67675,5.94156,136452,Nigeria,NGA,475,Africa,1,1,3
16302,NIG-2008-3-475-13,2008,TRUE,Clear,3,Enugu town,Enugu town,Enugu state,,6.4402,7.4943,138615,Nigeria,NGA,475,Africa,1,4,1
16127,NIG-2008-3-475-6,2008,TRUE,Clear,3,Warri town,Warri town,Delta state,Warri South lga,5.5167,5.75,137892,Nigeria,NGA,475,Africa,1,1,2
16810,NIG-2008-3-475-9,2008,TRUE,Clear,3,Jos town,Jos town,Plateau state,Jos North lga,9.916667,8.9,143658,Nigeria,NGA,475,Africa,1,1,14
16811,NIG-2008-3-475-8,2008,TRUE,Clear,3,Jos town,Jos town,Plateau state,Jos North lga,9.916667,8.9,143658,Nigeria,NGA,475,Africa,1,1,119
16057,NIG-2008-3-475-15,2008,TRUE,Clear,3,Asaba town,Asaba town,Delta state,Oshimill South lga,6.200643,6.733845,138614,Nigeria,NGA,475,Africa,1,1,1
17070,NIG-2008-3-475-7,2008,TRUE,Clear,3,Nyonbe Beeri village,"Nyonbe Beeri village, Rivers state",Rivers state,Khana lga,4.691611,7.429076,136455,Nigeria,NGA,475,Africa,1,1,1
16336,NIG-2008-3-475-11,2008,TRUE,Clear,3,Imo state,Imo state,Imo state,,5.5,7.166667,137895,Nigeria,NGA,475,Africa,1,1,1
16587,NIG-2009-3-475-11,2009,FALSE,Clear,3,Suleja lga,Suleja LGA,Niger state,Suleja lga,9.19085,7.15184,142935,Nigeria,NGA,475,Africa,1,1,1
16145,NIG-2009-3-475-15,2009,FALSE,Clear,3,Warri town,Warri town,Delta state,Warri South lga,5.5167,5.75,137892,Nigeria,NGA,475,Africa,1,1,3
16299,NIG-2009-3-475-12,2009,FALSE,Clear,3,Emene town,Emene town,Enugu state,Enugu North lga,6.4762,7.5851,138616,Nigeria,NGA,475,Africa,1,1,1
16187,NIG-2009-3-475-5,2009,FALSE,Clear,3,Warri South-West lga,"Venikrukru, Daubiriye and Egonoebizor villages in Gbaramatu area, Warri South-West",Delta state,Warri South-West lga,5.57418,5.41142,137891,Nigeria,NGA,475,Africa,1,1,0
16144,NIG-2009-3-475-13,2009,FALSE,Clear,3,Warri town,Warri town,Delta state,Warri South lga,5.5167,5.75,137892,Nigeria,NGA,475,Africa,1,1,1
17071,NIG-2009-3-475-10,2009,FALSE,Clear,3,Elimgbu village,Elimgbu village,Rivers state,Obio-Akpor lga,4.874856,7.05255,136455,Nigeria,NGA,475,Africa,1,1,1
16883,NIG-2009-3-475-9,2009,FALSE,Clear,3,Port Harcourt town,Port Harcourt town,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,6
17036,NIG-2010-3-475-8,2010,FALSE,Clear,3,Dere village,"B-Dere Community (Bomu oil field, near)",Rivers state,Gokana lga,4.66934,7.27407,136455,Nigeria,NGA,475,Africa,1,1,1
42315,NIG-2011-3-475-1,2011,TRUE,Clear,3,Eket town,Eket town,Akwa Ibom state,Eket lga,4.64122,7.92092,136456,Nigeria,NGA,475,Africa,1,1,1
42316,NIG-2011-3-475-2,2011,TRUE,Clear,3,Jos town,Jos town,Plateau state,Jos North lga,9.916667,8.9,143658,Nigeria,NGA,475,Africa,1,1,0
42321,NIG-2011-3-475-6,2011,TRUE,Clear,3,Lafia town,"Lafia, Nasarawa State capital",Nasarawa state,Lafia lga,8.48333,8.51667,141498,Nigeria,NGA,475,Africa,1,1,0
42348,NIG-2011-3-475-33,2011,TRUE,Clear,3,Lafia town,Lafia town,Nasarawa state,Lafia lga,8.48333,8.51667,141498,Nigeria,NGA,475,Africa,1,1,3
42320,NIG-2011-3-475-7,2011,TRUE,Clear,3,Kanshio town,"Kanshio area, Makurdi LGA, Benue state",Benue state,Makurdi lga,7.6844,8.538,140778,Nigeria,NGA,475,Africa,1,1,1
42323,NIG-2011-3-475-9,2011,TRUE,Clear,3,Kano Municipal lga,Kano Municipal LGA,Kano state,Kano Municipal lga,11.95949,8.50341,146538,Nigeria,NGA,475,Africa,1,1,0
42325,NIG-2011-3-475-10,2011,TRUE,Clear,3,Jos town,Jos,Plateau state,Jos North lga,9.916667,8.9,143658,Nigeria,NGA,475,Africa,1,1,0
42324,NIG-2011-3-475-11,2011,TRUE,Clear,3,Ikot Osurua village,"Ikot Osurua, Ikot Ekpene LGA",Akwa Ibom state,Ikot Ekpene lga,5.162391,7.669581,137176,Nigeria,NGA,475,Africa,1,1,0
42326,NIG-2011-3-475-12,2011,TRUE,Clear,3,Ewu village,Ewu,Delta state,Ughelli South lga,5.3886,5.99532,137172,Nigeria,NGA,475,Africa,1,1,0
42327,NIG-2011-3-475-13,2011,TRUE,Clear,3,Okon town,"Okon, Ohafia LGA",Abia state,Ohafia lga,5.65778,7.8943,137896,Nigeria,NGA,475,Africa,1,1,0
42328,NIG-2011-3-475-14,2011,TRUE,Clear,3,Jos town,Jos town,Plateau state,Jos North lga,9.916667,8.9,143658,Nigeria,NGA,475,Africa,1,1,0
42329,NIG-2011-3-475-15,2011,TRUE,Clear,3,Katsina town,Kofar Marusa area of Katsina,Katsina state,Katsina lga,12.99082,7.60177,147976,Nigeria,NGA,475,Africa,1,1,0
42330,NIG-2011-3-475-16,2011,TRUE,Clear,3,Khana lga,"Zor-Sogho village, Khana LGA",Rivers state,Khana lga,4.69962,7.42264,136455,Nigeria,NGA,475,Africa,1,1,0
42331,NIG-2011-3-475-17,2011,TRUE,Clear,3,Maiduguri town,Maiduguri,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,NGA,475,Africa,1,1,23
42332,NIG-2011-3-475-18,2011,TRUE,Clear,3,Onitsha town,Onitsha town (near Ochanja Market Roundabou),Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,0
42335,NIG-2011-3-475-19,2011,TRUE,Clear,3,Maiduguri town,Maiduguri,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,NGA,475,Africa,1,1,0
42336,NIG-2011-3-475-20,2011,TRUE,Clear,3,Maiduguri town,Maiduguri,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,NGA,475,Africa,1,1,0
42337,NIG-2011-3-475-21,2011,TRUE,Clear,3,Biu town,Biu,Borno state,Biu lga,10.61285,12.19458,145105,Nigeria,NGA,475,Africa,1,1,0
42333,NIG-2011-3-475-22,2011,TRUE,Clear,3,Swali village,"Swali suburb, close to the Unit Headquarters",Bayelsa state,Yenagoa lga,4.91191,6.27495,136453,Nigeria,NGA,475,Africa,1,1,0
42338,NIG-2011-3-475-23,2011,TRUE,Clear,3,Biu town,Biu,Borno state,Biu lga,10.61285,12.19458,145105,Nigeria,NGA,475,Africa,1,1,2
42339,NIG-2011-3-475-24,2011,TRUE,Clear,3,Akoko village,Akoko village in Nigeria's Delta state,Delta state,Ndokwa West lga,5.84092,6.29593,137893,Nigeria,NGA,475,Africa,1,2,3
42340,NIG-2011-3-475-25,2011,TRUE,Clear,3,Delta state,Delta state,Delta state,,5.5,6,137893,Nigeria,NGA,475,Africa,1,1,0
42341,NIG-2011-3-475-26,2011,TRUE,Clear,3,Yenagoa lga,Yenagoa LGA,Bayelsa state,Yenagoa lga,5.03163,6.35931,137173,Nigeria,NGA,475,Africa,1,1,0
42342,NIG-2011-3-475-27,2011,TRUE,Clear,3,Kaduna state,between Dan Doki road and Isah Kaita road,Kaduna state,,10.333333,7.75,144376,Nigeria,NGA,475,Africa,1,1,1
272232,NIG-2011-3-930-0,2011,TRUE,Clear,3,Okitipupa lga,at Okitipupa Local Government Area of Ondo State,Ondo state,Okitipupa lga,6.547974,4.698937,139330,Nigeria,NGA,475,Africa,1,1,1
42343,NIG-2011-3-475-28,2011,TRUE,Clear,3,Yelwa village,Yelwa area,Plateau state,Shendam lga,8.833333,9.633333,142220,Nigeria,NGA,475,Africa,1,1,0
42344,NIG-2011-3-475-29,2011,TRUE,Clear,3,Ikorodu town,Ikorodu,Lagos state,Ikorodu lga,6.61526,3.5069,139328,Nigeria,NGA,475,Africa,1,1,1
42345,NIG-2011-3-475-30,2011,TRUE,Clear,3,Uzere village,"Uzere, Isoko south LGA",Delta state,Isoko south lga,5.335317,6.232552,137173,Nigeria,NGA,475,Africa,1,1,0
42346,NIG-2011-3-475-31,2011,TRUE,Clear,3,Maiduguri town,Maiduguri,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,NGA,475,Africa,1,1,0
42347,NIG-2011-3-475-32,2011,TRUE,Clear,3,Eyo Abasi village,"23B Nduonyi street, Oron LGA",Akwa Ibom state,Oron lga,4.780222,8.235578,136457,Nigeria,NGA,475,Africa,1,1,0
41939,NIG-2012-3-475-7,2012,TRUE,Clear,3,Lokoja town,Kabawa area of Lokoja,Kogi state,Lokoja lga,7.79688,6.74048,140774,Nigeria,NGA,475,Africa,1,1,1
203078,NIG-2012-3-475-30,2012,TRUE,Clear,3,Duguri village,"Duguri (Kukawa LGA, close to Baga), a fishing town on an island in Lake Chad",Borno state,Kukawa lga,13.27368,13.803,148708,Nigeria,NGA,475,Africa,1,1,201
262879,NIG-2012-3-930-0,2012,TRUE,Clear,3,Jos town,,Plateau state,Jos North lga,9.916667,8.9,143658,Nigeria,NGA,475,Africa,1,1,3
41944,NIG-2012-3-475-28,2012,TRUE,Clear,3,Port Harcourt town,Port Harcourt town,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,1
41946,NIG-2012-3-475-13,2012,TRUE,Clear,3,Maiduguri town,Maiduguri town,Borno state,Maiduguri lga,11.84644,13.160274,146547,Nigeria,NGA,475,Africa,1,1,1
41947,NIG-2012-3-475-29,2012,TRUE,Clear,3,Port Harcourt town,Port Harcourt town,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,1
41950,NIG-2012-3-475-16,2012,TRUE,Clear,3,Kaduna town,Kaduna metropolis (Gamji Gate Amusement Park),Kaduna state,,10.52224,7.43828,145095,Nigeria,NGA,475,Africa,1,1,1
41954,NIG-2012-3-475-20,2012,TRUE,Clear,3,Yenagoa town,Yenagoa (Otiotio Road),Bayelsa state,Yenagoa lga,4.924722,6.264167,136453,Nigeria,NGA,475,Africa,1,1,1
41955,NIG-2012-3-475-21,2012,TRUE,Clear,3,Swali village,Yenagoa (Swali suburb),Bayelsa state,Yenagoa lga,4.91191,6.27495,136453,Nigeria,NGA,475,Africa,1,1,1
41963,NIG-2012-3-475-27,2012,TRUE,Clear,3,Chikun lga,Sabon Tasha,Kaduna state,Chikun lga,10.315,7.274,144375,Nigeria,NGA,475,Africa,1,1,1
48479,NIG-2013-3-475-4,2013,FALSE,Clear,3,Alloma village,"Aloma, Ofu LGA, Kogi state",Kogi state,Ofu lga,7.3189,7.2323,140055,Nigeria,NGA,475,Africa,1,2,0
51444,NIG-2013-3-475-5,2013,FALSE,Clear,3,Agbor town,"Agbor, Delta State",Delta state,Ika South lga,6.25183,6.19337,138613,Nigeria,NGA,475,Africa,1,1,1
142191,NIG-2014-3-475-2,2014,TRUE,Clear,3,Saminaka town,"Saminaka, Lere LGA",Kaduna state,Lere lga,10.41403,8.68279,144378,Nigeria,NGA,475,Africa,1,1,6
143988,NIG-2014-3-475-4,2014,TRUE,Clear,3,Zaria town,Zaria town,Kaduna state,Zaria lga,11.082083,7.716097,145816,Nigeria,NGA,475,Africa,1,1,32
157368,NIG-2014-3-475-7,2014,TRUE,Clear,3,Zaria town,"Zaria town (Husainiyyah Baqiyyatullah, the head quarters of the Islamic Movement, in)",Kaduna state,Zaria lga,11.082083,7.716097,145816,Nigeria,NGA,475,Africa,1,1,2
155986,NIG-2014-3-475-6,2014,TRUE,Clear,3,Onitsha town,Onitsha,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,1
193727,NIG-2015-3-475-1,2015,TRUE,Clear,3,Tudun Wada lga,"Zango, Tudun Wada area of Kaduna state",Kaduna state,Tudun Wada lga,11.24338,8.40385,145817,Nigeria,NGA,475,Africa,1,1,1
194577,NIG-2015-3-475-3.1,2015,TRUE,Clear,3,Kadarko village,Kadarko area,Plateau state,Wase lga,8.910664,10.020653,142221,Nigeria,NGA,475,Africa,1,2,10
213628,NIG-2015-3-475-3.2,2015,TRUE,Clear,3,Kurmi village,Kurmi area,Plateau state,Wase lga,8.683333,10.083333,142221,Nigeria,NGA,475,Africa,1,2,9
213629,NIG-2015-3-475-3.3,2015,TRUE,Clear,3,Wase lga,"Wadata areas, Wase LGA",Plateau state,Wase lga,9.08261,10.20519,142941,Nigeria,NGA,475,Africa,1,2,9
205796,NIG-2015-3-475-7,2015,TRUE,Clear,3,Onitsha town,Onitsha,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,2
235137,NIG-2015-3-475-8,2015,TRUE,Clear,3,Port Harcourt town,Port Harcourt,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,2
235074,NIG-2015-3-475-6,2015,TRUE,Clear,3,Niger River bridge,Niger Bridge,,,6.134329,6.759244,138614,Nigeria,NGA,475,Africa,1,1,6
208076,NIG-2015-3-475-4,2015,TRUE,Clear,3,Kaduna town,Kaduna town (Unguwar Nupawa area),Kaduna state,,10.52224,7.43828,145095,Nigeria,NGA,475,Africa,1,1,4
208187,NIG-2015-3-475-5,2015,TRUE,Clear,3,Onitsha town,Onitsha end of the River Niger Bridge,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,2,5
218826,NIG-2016-3-475-0,2016,TRUE,Clear,3,Aba town,Aba town,Abia state,,5.106576,7.366667,137175,Nigeria,NGA,475,Africa,1,1,3
218891,NIG-2016-3-475-1,2016,TRUE,Clear,3,Aba town,"Aba, Abia State",Abia state,,5.106576,7.366667,137175,Nigeria,NGA,475,Africa,1,1,10
235135,NIG-2016-3-475-9.1,2016,TRUE,Clear,3,Onitsha town,Onitsha,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,2,2,17
235136,NIG-2016-3-475-9.2,2016,TRUE,Clear,3,Asaba town,Asaba,Delta state,Oshimill South lga,6.200643,6.733845,138614,Nigeria,NGA,475,Africa,2,2,17
235126,NIG-2016-3-475-6,2016,TRUE,Clear,3,Onitsha town,Nkpor area of Onithsa,Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,2
235128,NIG-2016-3-475-7,2016,TRUE,Clear,3,Onitsha town,"Onitsha (driving around in, Nkpor Motor park)",Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,8
235130,NIG-2016-3-475-8,2016,TRUE,Clear,3,Asaba town,Asaba town,Delta state,Oshimill South lga,6.200643,6.733845,138614,Nigeria,NGA,475,Africa,1,1,14
238178,NIG-2017-3-930-2,2017,FALSE,Clear,3,Jalla village,"Jalla, Warri South Local Government Area",Delta state,Warri South lga,5.53859,5.69256,137892,Nigeria,NGA,475,Africa,1,1,2
247284,NIG-2017-3-930-3,2017,FALSE,Clear,3,Kano town,Kano town,Kano state,,11.994354,8.513807,146538,Nigeria,NGA,475,Africa,1,1,0
247479,NIG-2017-3-930-4,2017,FALSE,Clear,3,Gombi lga,Sabon Gari in the Gombi district,Adamawa state,Gombi lga,10.18948,12.52765,144386,Nigeria,NGA,475,Africa,1,1,7
255841,NIG-2018-3-930-2,2018,TRUE,Clear,3,Naka town,"Naka, of Gwer-west LGA of Benue State",Benue state,Gwer West lga,7.5834,8.2055,140777,Nigeria,NGA,475,Africa,1,1,2
278683,NIG-2018-3-930-31,2018,TRUE,Clear,3,Naka town,Naka,Benue state,Gwer West lga,7.5834,8.2055,140777,Nigeria,NGA,475,Africa,1,1,2
255840,NIG-2018-3-930-1,2018,TRUE,Clear,3,Abakaliki city,water works road in Ebony State,Ebonyi state,Abakaliki lga,6.324871,8.107588,138617,Nigeria,NGA,475,Africa,1,1,1
256723,NIG-2018-3-930-30,2018,TRUE,Clear,3,Nnewi town,"in front of St Mary's Anglican Church in Uru-Agu area of Nnewi, Anambra State",Anambra state,Nnewi North lga,6.01986,6.91478,138614,Nigeria,NGA,475,Africa,1,1,1
259922,NIG-2018-3-930-6,2018,TRUE,Clear,3,Abuja city,in Abuja,Federal Capital territory,Abuja municipal area council,9.083333,7.533333,142936,Nigeria,NGA,475,Africa,1,1,1
259956,NIG-2018-3-930-8,2018,TRUE,Clear,3,Kaduna town,"Birnin-Gwari, Kaduna State",Kaduna state,,10.52224,7.43828,145095,Nigeria,NGA,475,Africa,1,1,1
262136,NIG-2018-3-930-9,2018,TRUE,Clear,3,Ukpor town,"in Ukpor, Nnewi South Local Government Area of Anambra State",Anambra state,Nnewi South lga,5.94211,6.92931,137894,Nigeria,NGA,475,Africa,1,1,1
262146,NIG-2018-3-930-10,2018,TRUE,Clear,3,Agulu town,"at Agulu, Anaocha Local Government Area",Anambra state,Anaocha lga,6.10045,7.061,138615,Nigeria,NGA,475,Africa,1,1,1
265654,NIG-2018-3-930-13,2018,TRUE,Clear,3,Iwo lga,"Agboigboro area of Iwo, Osun State,",Osun state,Iwo lga,7.675477,4.141269,140769,Nigeria,NGA,475,Africa,1,1,1
269017,NIG-2018-3-930-18,2018,TRUE,Clear,3,Doi village,"in Fwapwa, Doi Village of Du District in Jos South local government, Plateau state",Plateau state,Jos South lga,9.813913,8.928572,143658,Nigeria,NGA,475,Africa,1,1,0
269150,NIG-2018-3-930-20,2018,TRUE,Clear,3,Ogba-Egbema-Ndoni lga,"Obite police station, opposite Obite Gas Plant in Ogba-Egbema-Ndoni Local Government Area of Rivers State",Rivers state,Ogba-Egbema-Ndoni lga,5.341667,6.655556,137174,Nigeria,NGA,475,Africa,1,1,1
269242,NIG-2018-3-930-29,2018,TRUE,Clear,3,Abuja city,on the way in to Abuja City,Federal Capital territory,Abuja municipal area council,9.083333,7.533333,142936,Nigeria,NGA,475,Africa,1,1,39
272006,NIG-2018-3-930-23,2018,TRUE,Clear,3,Port Harcourt town,in Port Harcourt,Rivers state,,4.777423,7.013404,136455,Nigeria,NGA,475,Africa,1,1,1
272116,NIG-2018-3-930-25,2018,TRUE,Clear,3,Badagary town,at Forte Oil Filling Station near popular Badagry Roundabout in Lagos state,Lagos state,Badagry  lga,6.431495,2.887913,138606,Nigeria,NGA,475,Africa,1,1,1
272265,NIG-2018-3-930-26,2018,TRUE,Clear,3,Lagos town,at Iyana Ipaja area of Lagos,Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,1
277019,NIG-2019-3-930-3,2019,TRUE,Clear,3,Benin city town,in Benin city,Edo state,,6.335045,5.627492,138612,Nigeria,NGA,475,Africa,1,2,1
279587,NIG-2019-3-930-36,2019,TRUE,Clear,3,Abonnema town,"Abonnema in Akuku-Toru Local Government Area, around 14 km (9 miles) west the city of Port Harcourt",Rivers state,Akuku-Toru lga,4.723117,6.778846,136454,Nigeria,NGA,475,Africa,1,4,1
279740,NIG-2019-3-930-7,2019,TRUE,Clear,3,Oweikorogha village,"in Oweikorogha, Southern Ijaw Local Government Area, Bayelsa",Bayelsa state,Southern Ijaw lga,4.876666,6.172615,136453,Nigeria,NGA,475,Africa,1,1,2
282271,NIG-2019-3-930-68,2019,TRUE,Clear,3,Owerri town,in Umudo/Umuwala area of Owerri,Imo state,,5.48333,7.03041,137175,Nigeria,NGA,475,Africa,1,2,1
282244,NIG-2019-3-930-12,2019,TRUE,Clear,3,Akinima village,"at the office of Independent National Electoral Commission, INEC, in Akinnima community in Ahoada West LGA",Rivers state,Ahoada West lga,5.07645,6.46343,137173,Nigeria,NGA,475,Africa,1,1,1
286861,NIG-2019-3-930-22,2019,TRUE,Clear,3,Lagos town,Surulere area of Lagos,Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,0
286862,NIG-2019-3-930-23,2019,TRUE,Clear,3,Lagos state,in Lagos state,Lagos state,,6.58333,3.75,139328,Nigeria,NGA,475,Africa,1,1,0
284742,NIG-2019-3-930-18,2019,TRUE,Clear,3,Lagos town,"No. 4b, Amusa Lane off Ojo Road, Ajegunle in Lagos",Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,1
285219,NIG-2019-3-930-20,2019,TRUE,Clear,3,Asaba town,at Asaba in Delta State,Delta state,Oshimill South lga,6.200643,6.733845,138614,Nigeria,NGA,475,Africa,1,1,3
328502,NIG-2019-3-930-67,2019,TRUE,Clear,3,Calabar town,Calabar,Cross River state,,4.9517,8.322,136457,Nigeria,NGA,475,Africa,2,4,0
286991,NIG-2019-3-930-25,2019,TRUE,Clear,3,Onitsha town,"at Upper Iweka axis, in Onitsha",Anambra state,,6.14543,6.788452,138614,Nigeria,NGA,475,Africa,1,1,2
290282,NIG-2019-3-930-26,2019,TRUE,Clear,3,Umuahia town,,Abia state,,5.52491,7.49461,137895,Nigeria,NGA,475,Africa,1,1,1
290397,NIG-2019-3-930-27,2019,TRUE,Clear,3,Calabar town,Calabar town,Cross River state,,4.9517,8.322,136457,Nigeria,NGA,475,Africa,1,1,1
290459,NIG-2019-3-930-28,2019,TRUE,Clear,3,Inyi town,"Inyi community, Oji River Local Government Area of the state",Enugu state,Oji River lga,6.112512,7.298923,138615,Nigeria,NGA,475,Africa,1,1,1
293407,NIG-2019-3-930-32,2019,TRUE,Clear,3,Lagos town,"on Ajisegiri street in Ilupeju, Odiolowo Ojuwoye local council development area of Lagos state",Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,0
293576,NIG-2019-3-930-33,2019,TRUE,Clear,3,Okene town,"in Okene, Kogi State",Kogi state,Okene lga,7.55,6.233333,140773,Nigeria,NGA,475,Africa,1,2,1
299509,NIG-2019-3-930-37,2019,TRUE,Clear,3,Lagos town,"at Council Bus stop, along Idimu-Ikotun road, Alimosho Local Government Area of Lagos State",Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,1
299522,NIG-2019-3-930-38,2019,TRUE,Clear,3,Aba town,"near Aba, at Umuokereke Ngwa Community of Abia State, Umuokereke Ngwa community in Obingwa Local Government Area",Abia state,,5.106576,7.366667,137175,Nigeria,NGA,475,Africa,1,1,1
299523,NIG-2019-3-930-39,2019,TRUE,Clear,3,Abuja-Kaduna road,close to Plan animal feeds factory while heading to Kaduna from Abuja,,,9.816122,7.461231,143655,Nigeria,NGA,475,Africa,1,1,1
299666,NIG-2019-3-930-40,2019,TRUE,Clear,3,Isheri Oke area,"Kara Market, at Isheri Olofin area in Ogun State",Ogun state,Ifo lga,6.647967,3.394282,139327,Nigeria,NGA,475,Africa,1,1,1
300035,NIG-2019-3-930-45,2019,TRUE,Clear,3,Lagos town,Ipaye area,Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,2
305702,NIG-2019-3-930-60,2019,TRUE,Clear,3,Kontagora town,in Kontagora,Niger state,Kontagora lga,10.40319,5.4708,144371,Nigeria,NGA,475,Africa,1,4,1
318969,NIG-2019-3-930-61,2019,TRUE,Clear,3,Ihunbo village,"Ojumo Community High School, Ihunbo in Ipokia Local Government Area",Ogun state,Ipokia lga,6.69133,2.85799,139326,Nigeria,NGA,475,Africa,1,1,0
313386,NIG-2019-3-930-57,2019,TRUE,Clear,3,Sepeteri village,Sepeteri community in Saki East Local Government Area of Oyo State,Oyo state,Saki East lga,8.622609,3.614232,142208,Nigeria,NGA,475,Africa,1,1,1
319265,NIG-2019-3-930-63,2019,TRUE,Clear,3,Akure-Owo road,"along Akure-Owo expressway, Ondo state",Ondo state,,7.26248,5.387259,140051,Nigeria,NGA,475,Africa,1,1,1
322754,NIG-2019-3-930-66,2019,TRUE,Clear,3,Lagos town,"at Eko Atlantic, Victoria Island area of Lagos",Lagos state,,6.453056,3.395833,138607,Nigeria,NGA,475,Africa,1,1,1
326268,NIG-2020-3-930-0,2020,TRUE,Clear,3,Oyo town,Akesan Market of Oyo Town,Oyo state,Oyo West lga,7.85257,3.93125,140768,Nigeria,NGA,475,Africa,1,1,0
