school_name,state,level,ownership,student_count,teacher_count,latitude,longitude,ward_code,address,status
Madivi Primary School,AD,Primary,Public,,,10.419747,13.455417,ADSMUB07,"Madivi Primary School, AD State, Nigeria",Open
Mayo Vamde Junior Secondary School,AD,Secondary,Public,,,9.714154,13.112415,ADSMAH09,"Mayo Vamde Junior Secondary School, AD State, Nigeria",Unknown
Government Junior Secondary School Gashaka,AD,Secondary,Public,,,10.169928,12.974867,ADSHNG11,"Government Junior Secondary School Gashaka, AD State, Nigeria",Unknown
Damare Baba Balewa Primary School,AD,Primary,Public,,,9.318229,12.445636,ADSGRE02,"Damare Baba Balewa Primary School, AD State, Nigeria",Unknown
Moda Government Junior Secondary School,AD,Secondary,Public,,,10.635093,13.407068,ADSMCH08,"Moda Government Junior Secondary School, AD State, Nigeria",Unknown
College Of Agricuture Ganye,AD,Secondary,Public,,,8.46442,12.08937,ADSGAN04,"College Of Agricuture Ganye, AD State, Nigeria",Unknown
Borrong III Primary School,AD,Primary,Public,,,9.544566,12.175631,ADSDSA02,"Borrong III Primary School, AD State, Nigeria",Open
Dajami Primary School,AD,Primary,Public,,,8.693488,12.122519,ADSJAD02,"Dajami Primary School, AD State, Nigeria",Open
Government Junior Secondary School Unguwan Faransa,AD,Secondary,Public,,,10.160595,12.746852,ADSGMB07,"Government Junior Secondary School Unguwan Faransa, AD State, Nigeria",Unknown
Maganbaran Sate,AD,Primary,Public,,,9.0092816,12.1201195,ADSFUR06,"Maganbaran Sate, AD State, Nigeria",Unknown
Ngalbi Primary School,AD,Primary,Public,,,10.174539,12.919654,ADSHNG11,"Ngalbi Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Mombol,AD,Secondary,Public,,,10.116425,13.046309,ADSHNG07,"Government Junior Secondary School Mombol, AD State, Nigeria",Unknown
Sina Mala Primary School,AD,Primary,Public,,,10.497405,13.513151,ADSMCH11,"Sina Mala Primary School, AD State, Nigeria",Unknown
Mbonninga Primary School,AD,Primary,Public,,,9.0311,12.158203,ADSFUR06,"Mbonninga Primary School, AD State, Nigeria",Open
Namtari Guriel Primary School,AD,Primary,Public,,,9.286238,12.295081,ADSYLA08,"Namtari Guriel Primary School, AD State, Nigeria",Unknown
Yabun Primary School,AD,Primary,Public,,,9.183347,11.810449,ADSMWA05,"Yabun Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Mayo Wandu,AD,Secondary,Public,,,10.695491,13.451144,ADSMDG02,"Government Junior Secondary School Mayo Wandu, AD State, Nigeria",Unknown
Chofajaule Primary School,AD,Primary,Public,,,9.215087,12.880807,ADSFUR04,"Chofajaule Primary School, AD State, Nigeria",Open
Government Junior Secondary School Bille,AD,Secondary,Public,,,9.250711,11.860404,ADSDSA01,"Government Junior Secondary School Bille, AD State, Nigeria",Open
Zabi Primary School,AD,Primary,Public,,,8.843346,11.926865,ADSMWA06,"Zabi Primary School, AD State, Nigeria",Open
Government Junior Secondary School,AD,Secondary,Public,,,9.2037668,12.5870611,ADSYLA06,"Government Junior Secondary School, AD State, Nigeria",Open
Yadafa Nomadic Primary School,AD,Primary,Public,,,10.212046,13.179011,ADSGYL07,"Yadafa Nomadic Primary School, AD State, Nigeria",Unknown
Daware Central Primary School,AD,Primary,Public,,,9.41335,12.589918,ADSGRE05,"Daware Central Primary School, AD State, Nigeria",Unknown
Wuro Yombe Primary School,AD,Primary,Public,,,8.895173,12.081063,ADSMWA07,"Wuro Yombe Primary School, AD State, Nigeria",Unknown
Ndalmi Primary School Ndalmi,AD,Primary,Public,,,10.76569,13.53576,ADSMDG08,"Ndalmi Primary School Ndalmi, AD State, Nigeria",Open
Nasarawo II Primary School,AD,Primary,Public,,,9.450217,12.045857,ADSDSA10,"Nasarawo II Primary School, AD State, Nigeria",Unknown
Tumbu Primary School,AD,Primary,Public,,,10.052696,12.034269,ADSSHG06,"Tumbu Primary School, AD State, Nigeria",Open
Kiri Primary School,AD,Primary,Public,,,9.092157,12.213998,ADSFUR06,"Kiri Primary School, AD State, Nigeria",Open
Government Girls Junior Secondary School,AD,Secondary,Public,,,10.844364,13.620888,ADSMDG01,"Government Girls Junior Secondary School, AD State, Nigeria",Unknown
Chakawa Primary School,AD,Primary,Public,,,9.146363,12.049675,ADSMWA10,"Chakawa Primary School, AD State, Nigeria",Open
Central Primary School,AD,Primary,Public,,,9.464022,12.037747,ADSDSA10,"Central Primary School, AD State, Nigeria",Open
Maki Gaya Primary School,AD,Primary,Public,,,10.385504,13.041143,ADSHNG04,"Maki Gaya Primary School, AD State, Nigeria",Open
Toungo II Girls Primary School,AD,Primary,Public,,,8.116521,12.038006,ADSTNG08,"Toungo II Girls Primary School, AD State, Nigeria",Unknown
Bengni Primary School,AD,Primary,Public,,,8.891774,12.392676,ADSFUR11,"Bengni Primary School, AD State, Nigeria",Open
Hong Central Junior Secondary School,AD,Secondary,Public,,,10.236494,12.919634,ADSHNG06,"Hong Central Junior Secondary School, AD State, Nigeria",Unknown
Junior Day Secondary School Kwakupai,AD,Secondary,Public,,,9.543242,12.017119,ADSNUM01,"Junior Day Secondary School Kwakupai, AD State, Nigeria",Unknown
Ndikong Government Day Secondary School,AD,Secondary,Public,,,9.168987,12.201537,ADSMWA09,"Ndikong Government Day Secondary School, AD State, Nigeria",Unknown
Hinjari Primary School,AD,Primary,Public,,,9.9015167,11.9193682,ADSGUY07,"Hinjari Primary School, AD State, Nigeria",Unknown
Government Day School,AD,Secondary,Public,,,9.836932,12.632236,ADSSNG07,"Government Day School, AD State, Nigeria",Unknown
Sindigawo Primary School,AD,Primary,Public,,,9.18063,12.050665,ADSMWA09,"Sindigawo Primary School, AD State, Nigeria",Open
Wuro Ahi Primary School,AD,Primary,Public,,,9.219197,12.668723,ADSFUR03,"Wuro Ahi Primary School, AD State, Nigeria",Open
Zumbe Primary School,AD,Primary,Public,,,9.795606,12.489939,ADSSNG03,"Zumbe Primary School, AD State, Nigeria",Open
Professor Jubril Aminu Junior Secondary School Song Gari,AD,Secondary,Public,,,9.820838,12.623158,ADSSNG07,"Professor Jubril Aminu Junior Secondary School Song Gari, AD State, Nigeria",Unknown
Fofure Primary School Bille,AD,Primary,Public,,,9.222867,11.788071,ADSDSA01,"Fofure Primary School Bille, AD State, Nigeria",Unknown
Yadim Primary School,AD,Primary,Public,,,8.970127,12.400064,ADSFUR11,"Yadim Primary School, AD State, Nigeria",Open
Demsa II Primary School,AD,Primary,Public,,,9.455546,12.146171,ADSDSA03,"Demsa II Primary School, AD State, Nigeria",Open
Dajami Primary School,AD,Primary,Public,,,8.630163,12.171398,ADSGAN01,"Dajami Primary School, AD State, Nigeria",Open
Pilot Primary School,AD,Primary,Public,,,9.686463,11.998734,ADSSHG07,"Pilot Primary School, AD State, Nigeria",Open
Salma Modibbo Nomadic Primary School,AD,Primary,Public,,,10.024735,13.067744,ADSMAH05,"Salma Modibbo Nomadic Primary School, AD State, Nigeria",Open
Kubutava Primary School,AD,Primary,Public,,,10.344734,12.903692,ADSHNG01,"Kubutava Primary School, AD State, Nigeria",Open
Rigange I Primary School,AD,Primary,Public,,,9.571329,11.771057,ADSLMR08,"Rigange I Primary School, AD State, Nigeria",Open
Madalu Primary School,AD,Primary,Public,,,9.481129,12.581906,ADSGRE10,"Madalu Primary School, AD State, Nigeria",Unknown
Kaika Primary School,AD,Primary,Public,,,8.552964,11.847009,ADSGAN10,"Kaika Primary School, AD State, Nigeria",Open
Kpasham II Primary School,AD,Primary,Public,,,9.304045,11.752168,ADSDSA08,"Kpasham II Primary School, AD State, Nigeria",Open
Muchami Junior Secondary School,AD,Secondary,Public,,,10.172719,13.187538,ADSGYL07,"Muchami Junior Secondary School, AD State, Nigeria",Unknown
Dumne Primary School,AD,Primary,Public,,,9.78351,12.395611,ADSSNG02,"Dumne Primary School, AD State, Nigeria",Unknown
Changala Primary School,AD,Primary,Public,,,9.37415,12.338766,ADSYLA08,"Changala Primary School, AD State, Nigeria",Open
Gani Gaku Primary School,AD,Primary,Public,,,9.394246,12.160692,ADSDSA03,"Gani Gaku Primary School, AD State, Nigeria",Open
Wuro Bokki Primary,AD,Primary,Public,,,10.178365,12.886361,ADSHNG02,"Wuro Bokki Primary, AD State, Nigeria",Unknown
Liringo Primary School,AD,Primary,Public,,,8.878215,12.053243,ADSMWA07,"Liringo Primary School, AD State, Nigeria",Open
Darul Hikma Nursery and Primary School,AD,Primary,Public,,,9.893591,12.011061,ADSSHG09,"Darul Hikma Nursery and Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Mbalagi,AD,Secondary,Public,,,10.206592,13.126036,ADSMAH02,"Government Junior Secondary School Mbalagi, AD State, Nigeria",Open
Buga Primary School,AD,Primary,Public,,,10.1329825,12.3972184,ADSGMB01,"Buga Primary School, AD State, Nigeria",Unknown
Waziri Primary School,AD,Primary,Public,,,10.736091,13.530124,ADSMDG07,"Waziri Primary School, AD State, Nigeria",Unknown
Government Day Secondary School Drima,AD,Secondary,Public,,,9.8059988,12.3312371,ADSSNG01,"Government Day Secondary School Drima, AD State, Nigeria",Unknown
Fotta Dutse Primary School,AD,Primary,Public,,,10.176751,12.224972,ADSGMB10,"Fotta Dutse Primary School, AD State, Nigeria",Open
Gawalgu Primary School,AD,Primary,Public,,,8.593692,12.438352,ADSJAD06,"Gawalgu Primary School, AD State, Nigeria",Open
Government Junior Secondary School Kubutava,AD,Secondary,Public,,,10.344358,12.903826,ADSHNG01,"Government Junior Secondary School Kubutava, AD State, Nigeria",Open
Dakusung Primary School,AD,Primary,Public,,,9.210946,11.886159,ADSDSA01,"Dakusung Primary School, AD State, Nigeria",Open
Government Day Secondary School Bali,AD,Secondary,Public,,,9.316325,11.810542,ADSDSA08,"Government Day Secondary School Bali, AD State, Nigeria",Unknown
Kilbaji Primary School,AD,Primary,Public,,,9.253668,12.387144,ADSYLA08,"Kilbaji Primary School, AD State, Nigeria",Unknown
Wummo Primary School,AD,Primary,Public,,,10.4979,13.279558,ADSMUB02,"Wummo Primary School, AD State, Nigeria",Unknown
Ditera Secondary School,AD,Secondary,Public,,,9.8199893,12.3066329,ADSSNG01,"Ditera Secondary School, AD State, Nigeria",Unknown
Dambilan Normadic Primary School Dambilam,AD,Primary,Public,,,9.83596,12.360187,ADSSNG01,"Dambilan Normadic Primary School Dambilam, AD State, Nigeria",Unknown
Futuless Primary School Karampika,AD,Primary,Public,,,10.59866,13.45802,ADSMCH02,"Futuless Primary School Karampika, AD State, Nigeria",Unknown
Garaha II Primary School,AD,Primary,Public,,,10.367056,12.857325,ADSHNG03,"Garaha II Primary School, AD State, Nigeria",Unknown
Government Day Secondary School Yadim Permanent Site,AD,Other,Public,,,8.97201,12.40833,ADSFUR11,"Government Day Secondary School Yadim Permanent Site, AD State, Nigeria",Unknown
Waziri Primary School Waziri,AD,Primary,Public,,,8.17899,11.55589,ADSTNG02,"Waziri Primary School Waziri, AD State, Nigeria",Unknown
Kwakombe Imburu,AD,Primary,Public,,,9.481216,12.032064,ADSNUM04,"Kwakombe Imburu, AD State, Nigeria",Unknown
Sili Tudu I Primary School,AD,Primary,Public,,,9.775388,11.874538,ADSGUY04,"Sili Tudu I Primary School, AD State, Nigeria",Open
Jalin Maiha Primary School,AD,Primary,Public,,,10.062076,13.187386,ADSMAH06,"Jalin Maiha Primary School, AD State, Nigeria",Unknown
Bajabure Fhe Primary School,AD,Primary,Public,,,9.322574,12.477634,ADSGRE02,"Bajabure Fhe Primary School, AD State, Nigeria",Unknown
Dalango Pipa Primary School,AD,Primary,Public,,,8.721588,12.584305,ADSJAD04,"Dalango Pipa Primary School, AD State, Nigeria",Open
Government Reserved Area Girls Primary School,AD,Primary,Public,,,8.433584,12.066012,ADSGAN04,"Government Reserved Area Girls Primary School, AD State, Nigeria",Unknown
Bosso Primary School,AD,Primary,Public,,,9.558408,12.147109,ADSDSA04,"Bosso Primary School, AD State, Nigeria",Open
Dashin Primary School,AD,Primary,Public,,,8.582924,12.136674,ADSJAD10,"Dashin Primary School, AD State, Nigeria",Unknown
Gombi II Primary School,AD,Primary,Public,,,10.170432,12.734726,ADSGMB06,"Gombi II Primary School, AD State, Nigeria",Open
Jambula Primary School,AD,Primary,Public,,,10.444398,13.333404,ADSMUB07,"Jambula Primary School, AD State, Nigeria",Open
Vunoklang Primary School,AD,Primary,Public,,,9.300796,12.483569,ADSGRE08,"Vunoklang Primary School, AD State, Nigeria",Open
Jang Day Junior Secondary School,AD,Secondary,Public,,,10.64101,13.379576,ADSMCH07,"Jang Day Junior Secondary School, AD State, Nigeria",Unknown
Nadeu Primary School,AD,Primary,Public,,,8.515226,12.074779,ADSJAD01,"Nadeu Primary School, AD State, Nigeria",Open
Wuro Jauro Yahya Primary School,AD,Primary,Public,,,8.831127,12.389432,ADSFUR11,"Wuro Jauro Yahya Primary School, AD State, Nigeria",Open
Wuro Yanka II Primary School Kwanan Kuka,AD,Primary,Public,,,9.296897,12.22284,ADSYLA09,"Wuro Yanka II Primary School Kwanan Kuka, AD State, Nigeria",Unknown
Deneyel Primary School,AD,Primary,Public,,,9.530271,12.500121,ADSGRE07,"Deneyel Primary School, AD State, Nigeria",Unknown
Yola Model Nursery and Primary School,AD,Primary,Public,,,9.19712,12.475618,ADSYLA03,"Yola Model Nursery and Primary School, AD State, Nigeria",Unknown
Dabala Primary School,AD,Primary,Public,,,9.5465667,12.7598391,ADSFUR10,"Dabala Primary School, AD State, Nigeria",Unknown
Gwalgaura Primary School,AD,Primary,Public,,,9.7115104,11.9366805,ADSGUY08,"Gwalgaura Primary School, AD State, Nigeria",Unknown
Ganbe Junior Secondary School,AD,Secondary,Public,,,8.6230153,11.8224719,ADSMWA03,"Ganbe Junior Secondary School, AD State, Nigeria",Unknown
Yolde Kohi Government Junior Secondary School,AD,Secondary,Public,,,9.28308,12.207777,ADSYLA11,"Yolde Kohi Government Junior Secondary School, AD State, Nigeria",Unknown
Government Junior Secondary School Lar,AD,Secondary,Public,,,10.404877,12.851696,ADSHNG03,"Government Junior Secondary School Lar, AD State, Nigeria",Open
Hash Primary School Hash,AD,Primary,Public,,,10.79694,13.44034,ADSMDG03,"Hash Primary School Hash, AD State, Nigeria",Unknown
Anwar Model Primary School,AD,Primary,Public,,,10.269444,13.284647,ADSMUB05,"Anwar Model Primary School, AD State, Nigeria",Unknown
Mohammed Mai Memorial School,AD,Secondary,Public,,,9.202889,12.498513,ADSYLA01,"Mohammed Mai Memorial School, AD State, Nigeria",Unknown
Alkali Manga Primary School,AD,Primary,Public,,,9.077566,11.81247,ADSMWA05,"Alkali Manga Primary School, AD State, Nigeria",Unknown
Wuro Harde Nursery and Primary School,AD,Primary,Public,,,10.29267,13.264108,ADSMUB03,"Wuro Harde Nursery and Primary School, AD State, Nigeria",Unknown
Dirdiu Primary School,AD,Primary,Public,,,8.590766,12.198034,ADSGAN01,"Dirdiu Primary School, AD State, Nigeria",Open
Government Primary School Jebre,AD,Primary,Public,,,10.1534795,12.3468427,ADSGMB01,"Government Primary School Jebre, AD State, Nigeria",Unknown
Sorau Primary School,AD,Primary,Public,,,9.7479,13.249,ADSMAH09,"Sorau Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Konkol,AD,Secondary,Public,,,9.64237,13.103085,ADSMAH03,"Government Junior Secondary School Konkol, AD State, Nigeria",Open
Jarengol Primary School,AD,Primary,Public,,,10.458515,13.238343,ADSMUB06,"Jarengol Primary School, AD State, Nigeria",Open
Bulkutu Primary School,AD,Primary,Public,,,9.516343,11.569702,ADSLMR09,"Bulkutu Primary School, AD State, Nigeria",Unknown
Thalhuya Primary School,AD,Primary,Public,,,10.303433,13.113904,ADSHNG08,"Thalhuya Primary School, AD State, Nigeria",Open
Mbachure Nursery School,AD,Primary,Public,,,9.248465,12.426434,ADSYLN06,"Mbachure Nursery School, AD State, Nigeria",Unknown
Simra Primary School,AD,Primary,Public,,,9.838022,12.414021,ADSSNG02,"Simra Primary School, AD State, Nigeria",Unknown
Gah Primary School,AD,Primary,Public,,,9.369088,11.957351,ADSDSA05,"Gah Primary School, AD State, Nigeria",Open
Duvu I Primary School,AD,Primary,Public,,,10.132639,13.359504,ADSGYL02,"Duvu I Primary School, AD State, Nigeria",Unknown
Eyn Comprehensive Secondary School Kwarhi Fulani,AD,Secondary,Public,,,10.32672,13.15859,ADSHNG09,"Eyn Comprehensive Secondary School Kwarhi Fulani, AD State, Nigeria",Unknown
Tordi Academy Bali,AD,Secondary,Public,,,9.297823,11.806553,ADSDSA08,"Tordi Academy Bali, AD State, Nigeria",Unknown
Jada I Primary School,AD,Primary,Public,,,8.7426935,12.1601924,ADSJAD02,"Jada I Primary School, AD State, Nigeria",Unknown
Mbangan Essande Primary School,AD,Primary,Public,,,8.682221,11.956291,ADSJAD09,"Mbangan Essande Primary School, AD State, Nigeria",Unknown
Shongoli Primary School,AD,Primary,Public,,,7.913219,11.691282,ADSTNG07,"Shongoli Primary School, AD State, Nigeria",Open
Munga Primary School,AD,Primary,Public,,,10.29694,12.886551,ADSHNG10,"Munga Primary School, AD State, Nigeria",Open
Government Day Secondary School,AD,Secondary,Public,,,9.686635,11.995727,ADSSHG07,"Government Day Secondary School, AD State, Nigeria",Unknown
Genge Primary School,AD,Primary,Public,,,9.145126,11.912924,ADSMWA04,"Genge Primary School, AD State, Nigeria",Unknown
Salti Primary School,AD,Primary,Public,,,9.451002,11.755776,ADSNUM10,"Salti Primary School, AD State, Nigeria",Open
Kubushosho Primary School,AD,Primary,Public,,,10.650001,13.296548,ADSMCH05,"Kubushosho Primary School, AD State, Nigeria",Unknown
Hinjari Girls School,AD,Secondary,Public,,,9.901587,11.920317,ADSGUY07,"Hinjari Girls School, AD State, Nigeria",Unknown
Government Junior Secondary School,AD,Secondary,Public,,,9.080922,11.782621,ADSMWA01,"Government Junior Secondary School, AD State, Nigeria",Open
Bodeje Primary School,AD,Primary,Public,,,9.623695,13.229688,ADSMAH01,"Bodeje Primary School, AD State, Nigeria",Unknown
Government Junior Secondary School Boys Girei,AD,Secondary,Public,,,9.370656,12.558104,ADSGRE05,"Government Junior Secondary School Boys Girei, AD State, Nigeria",Unknown
Government Day Junior Secondary School Dlaba Bazza,AD,Secondary,Public,,,10.569257,13.326397,ADSMCH01,"Government Day Junior Secondary School Dlaba Bazza, AD State, Nigeria",Unknown
Mani Primary School,AD,Primary,Public,,,8.762671,12.617917,ADSJAD04,"Mani Primary School, AD State, Nigeria",Open
Talimudeen Islamiya,AD,Primary,Public,,,9.271037,12.454342,ADSYLN02,"Talimudeen Islamiya, AD State, Nigeria",Unknown
Wurayanka Primary School,AD,Primary,Public,,,9.689476,12.098187,ADSSHG08,"Wurayanka Primary School, AD State, Nigeria",Unknown
Sabon Gari Primary School Yolde Pate II,AD,Primary,Public,,,9.216797,12.445284,ADSYLA03,"Sabon Gari Primary School Yolde Pate II, AD State, Nigeria",Unknown
Special Education Center Primary Section,AD,Primary,Public,,,8.745165,12.161559,ADSJAD02,"Special Education Center Primary Section, AD State, Nigeria",Unknown
