State,LGA,Site Name,Latitude,Longitude,Individuals
Borno,Jere,Galamairi,11.87493,13.27582,1133
Borno,Jere,Muna Asheri,11.87127,13.23864,2808
Borno,Jere,Kolori Village,11.86968,13.21985,3158
Borno,Jere,Bulamaturi,11.88758,13.22396,935
Borno,Jere,Bashetti,11.89772,13.25245,512
Borno,Jere,Kirburi,11.89582,13.24064,324
Borno,Jere,Wudimari,11.88183,13.21638,269
Borno,Jere,Bulamaturi,11.88751,13.22404,595
Borno,Jere,Hausari Dusuman,11.91599,13.26387,1295
Borno,Jere,Kolori Village,11.86985,13.21978,3158
Borno,Jere,Lawanti Dusuman,11.86441,13.23079,642
Borno,Jere,Musari Village,11.8844,13.26153,2601
Borno,Jere,Muna Primary,11.86631,13.23638,2610
Borno,Jere,Muna El Badawy,11.87186,13.24972,30611
Borno,Jere,Muna Da'Alti 3,11.86603,13.24041,201
Borno,Jere,Muna Da'Alti 1A,11.86917,13.25319,513
Borno,Jere,Muna Da'Alti 1B,11.86955,13.25373,701
Borno,Jere,Muna Da'Alti 2A,11.86705,13.25275,1015
Borno,Jere,Muna Da`Alti 2B,11.8674,13.25057,740
Borno,Jere,Custom House,11.88171,13.28239,6409
Borno,Jere,Musari Camp,11.87957,13.26028,631
Borno,Jere,Muna Moforo,11.86596,13.24619,3115
Borno,Jere,Muna Kori Bula Yalaye,11.86925,13.24507,1145
Borno,Jere,Abba Kura Hassan,11.86962,13.25497,202
Borno,Jere,Bolori Burin,11.86565,13.23252,2065
Borno,Jere,Muna Mallam Kori,11.86607,13.25029,204
Borno,Jere,Filin Baba Makinta,11.86605,13.24044,197
Borno,Jere,Muna Bakassi,11.86513,13.24176,2520
Borno,Jere,Bulamatari Camp,11.88693,13.22286,515
Borno,Jere,Isa Gamai Camp,11.86494,13.23072,562
Borno,Jere,Muna Asheri Camp,11.86446,13.23083,2952
Borno,Jere,Bolori Store Muna,11.86436,13.22814,364
Borno,Jere,Shuwari-Kaleri Housing Unit Camp,11.88329,13.30563,18580
Borno,Jere,Mallam Isa Camp,11.86617,13.22997,117
Borno,Jere,Kolori Village Idp Camp,11.87126,13.21662,601
Borno,Jere,Ajilari,11.8238,13.07945,1104
Borno,Jere,Sajeri,11.81402,13.08114,792
Borno,Jere,Gomari,11.830911,13.081845,1508
Borno,Jere,Ndalori,11.81973,13.08098,658
Borno,Jere,Bulumkutu Ajaganaram,11.83247,13.09072,1975
Borno,Jere,Gumsuri,11.92244,13.21864,699
Borno,Jere,Goniri,11.92124,13.20369,601
Borno,Jere,Gongolong,11.92207,13.19123,3365
Borno,Jere,Bololo,11.92758,13.18298,374
Borno,Jere,Bulamari Hc,11.90858,13.19946,657
Borno,Jere,Bololo,11.92759,13.18299,349
Borno,Jere,Gongolong Hc/ Ajari Lawanti,11.92183,13.19133,3692
Borno,Jere,Goniri,11.92121,13.2037,549
Borno,Jere,Gremari,11.93675,13.18434,196
Borno,Jere,Kessa Kura,11.91911,13.19273,4846
Borno,Jere,Gongulong Camp,11.9227,13.18693,3229
Borno,Jere,Alajiri,11.83284,13.17941,1030
Borno,Jere,Adam Kolo Gwozari,11.83341,13.18753,1117
Borno,Jere,Adam Kolo,11.83193,13.19049,181
Borno,Jere,Gwozari,11.83417,13.19397,1181
Borno,Jere,London Ciki,11.83528,13.1842,1336
Borno,Jere,Kaleri/Zannari,11.840641,13.196727,571
Borno,Jere,Gomari Costin,11.82767,13.1874,2102
Borno,Jere,Zannari Kanti 10 Camp,11.85365,13.20161,352
Borno,Jere,Mairi,11.81705,13.18937,362
Borno,Jere,Abuna Street,11.81678,13.1902,1408
Borno,Jere,Adam Kolo Street,11.83334,13.18758,528
Borno,Jere,Bulama Audu Street,11.83363,13.18569,2161
Borno,Jere,Bulama Koroma Street,11.81605,13.19079,342
Borno,Jere,Bulama Askira Street,11.81568,13.19179,342
Borno,Jere,Golden Bread Street,11.82143,13.19619,175
Borno,Jere,Gomari Costin,11.82952,13.18655,630
Borno,Jere,Gombe Street (Layin Banda),11.83344,13.18422,1798
Borno,Jere,Kaleri Street,11.83254,13.1994,1530
Borno,Jere,Layin Fulani,11.82947,13.1867,1255
Borno,Jere,Goni Kachallari Alakarim,11.85541,13.21044,1770
Borno,Jere,Kwanan Yobe,11.84085,13.18804,994
Borno,Jere,505 Estate,11.85299,13.20175,533
Borno,Jere,Dogon Masallaci,11.84703,13.17985,1377
Borno,Jere,Shokari,11.85669,13.18903,1231
Borno,Jere,Dikwa Lowcost,11.85091,13.19294,1045
Borno,Jere,Alhaji Mustapha Babagana House,11.85664,13.19427,323
Borno,Jere,Bamodu House,11.85258,13.18114,147
Borno,Jere,Alhaji Adam House 2,11.84418,13.18612,185
Borno,Jere,Mala Sheriff Construction Company,11.85804,13.19984,465
Borno,Jere,Alhaji Bashir Liman House Camp,11.85872,13.19924,193
Borno,Jere,Alhaji Tar 1,11.85866,13.21539,387
Borno,Jere,Alhaji Tar 2,11.85765,13.21543,335
Borno,Jere,Wade -Wade Layin Bola,11.84957,13.19326,309
Borno,Jere,Kirenuwa Camp,11.85074,13.19245,174
Borno,Jere,Fato Kura,11.8542,13.18295,182
Borno,Jere,Bash Camp,11.85218,13.18255,372
Borno,Jere,Baderi Camp,11.84788,13.18567,394
Borno,Jere,Gidan Mongoro New Settlement 10,11.85995,13.20219,615
Borno,Jere,Shokari Camp,11.85653,13.1889,263
Borno,Jere,Aliri Yerimari,11.9225,13.22328,701
Borno,Jere,Khaddamari,11.94859,13.22575,739
Borno,Jere,Zabarmari,11.92639,13.24309,3213
Borno,Jere,Gabdori Hc,11.93155,13.22883,781
Borno,Jere,Addamari Hc,11.94918,13.2254,957
Borno,Jere,Khaddamari Qtrs Camp,11.94645,13.22154,1072
Borno,Jere,Ajari,11.86406,13.17404,1672
Borno,Jere,Faria,11.86692,13.18604,1761
Borno,Jere,Shuwari 4,11.87291,13.17267,2378
Borno,Jere,Shuwari 3,11.86921,13.17066,1563
Borno,Jere,Shuwari 2,11.87383,13.17541,2643
Borno,Jere,Shuwari 1,11.86665,13.16689,2135
Borno,Jere,Ali Ka'Ari (Lari Kari),11.86304,13.17292,3768
Borno,Jere,Madinatu Camp,11.86998,13.1807,19597
Borno,Jere,Faria Buzu Camp,11.87304,13.19019,199
Borno,Jere,Faria Gidan Block Camp,11.867267,13.181743,5954
Borno,Jere,Korso Bashir Camp,11.870047,13.16566,867
Borno,Jere,Shuwari Filling Ball Camp,11.86693,13.1655,1927
Borno,Jere,El-Miskin Camp I Camp,11.87779,13.17996,6330
Borno,Jere,Old Maiduguri Police Station Camp,11.87226,13.17357,445
Borno,Jere,El-Miskin Camp Ii Transitional Centre,11.88515,13.17488,21985
Borno,Jere,Wakshama,11.87192,13.16917,2334
Borno,Jere,Al-Yakub Camp,11.86904,13.16368,2111
Borno,Jere,Sheik Sheriff Tijjani Camp,11.87725,13.17697,201
Borno,Jere,Ajigab Camp,11.87509,13.18228,1057
Borno,Jere,Annur Camp,11.87146,13.181502,399
Borno,Jere,Sanawuya Camp,11.87771,13.16969,1288
Borno,Jere,Ahmed Grema,11.87257,13.1638,1899
Borno,Jere,Keza Ngala,11.8769,13.1644,179
Borno,Jere,Goni Audu Camp,11.87407,13.17336,158
Borno,Jere,Fulatari Camp,11.89303,13.1535,1841
Borno,Jere,Filling Alhaji Kashim,11.86176,13.16785,149
Borno,Jere,Faria Buzu 2 Camp,11.8722,13.18321,409
Borno,Jere,Al Yakub Extension,11.87844,13.16271,445
Borno,Jere,Madinatu Camp,11.86998,13.1807,283
Borno,Jere,Shuwari 2,11.87383,13.17541,174
Borno,Jere,Shuwari 4,11.87291,13.17267,72
Borno,Kaga,20 Housing Unit,11.81264,12.5055,145
Borno,Kaga,Lawanti Kura,11.80597,12.49292,1378
Borno,Kaga,Ajari,11.80548,12.4916,1330
Borno,Kaga,Mallumti,11.81084,12.47665,157
Borno,Kaga,Bulama Kadau,11.81118,12.49742,699
Borno,Kaga,Mangari,11.802123,12.498689,558
Borno,Kaga,Misheri,11.807731,12.482563,86
Borno,Kaga,Ajari,11.803346,12.495351,6314
Borno,Kaga,Bulama Kadau,11.8112,12.49745,1240
Borno,Kaga,Lawanti Kura,11.81143,12.49421,5058
Borno,Kaga,Mallumti,11.81086,12.47667,641
Borno,Kaga,Mangari,11.80389,12.49523,1134
Borno,Kaga,Misheri,11.807629,12.482611,576
Borno,Kaga,Gss Benisheikh,11.80058,12.47647,967
Borno,Kaga,Low Cost / Sdp,11.801065,12.494404,2075
Borno,Kaga,Magistrate,11.80784,12.49888,5974
Borno,Kaga,Nrc Camp,11.81635,12.49353,3621
Borno,Kaga,Aisha Buhari Camp,11.812792,12.500183,1375
Borno,Kaga,Lawanti Kura,11.83152,12.62892,544
Borno,Kaga,Lawanti Gana,11.82694,12.6305,449
Borno,Kaga,Lawanti Gana,11.82664,12.6308,3255
Borno,Kaga,Lawanti Kura,11.83154,12.62894,3285
Borno,Kaga,Ngamdu B,11.75949,12.25646,1891
Borno,Kaga,Ngamdu A,11.75955,12.25682,1169
Borno,Kaga,Ngamdu C,11.766196,12.26006,1527
Borno,Kaga,Ngamdu 'A',11.75953,12.25684,9333
Borno,Kaga,Ngamdu 'B',11.7573,12.25709,6577
Borno,Kaga,Ngamdu C,11.766337,12.260564,4779
Borno,Kaga,Old Secretariat Ngamdu Camp,11.762593,12.265062,468
Borno,Kaga,Wassaram,11.63194,12.320109,381
Borno,Kaga,Wassaram,11.631938,12.320107,1071
Borno,Kala/Balge,Boarding Primary School,12.266891,14.471803,6512
Borno,Kala/Balge,General Hospital Rann,12.266492,14.467953,4502
Borno,Kala/Balge,Klagaru Camp,12.269952,14.467853,16776
Borno,Kala/Balge,Ajari/Bulamari,12.270773,14.46599,13159
Borno,Konduga,Moromti,11.84614,13.05096,3262
Borno,Konduga,Old Airport,11.83843,13.07128,2403
Borno,Konduga,Kofar Kaderi,11.82156,13.06603,933
Borno,Konduga,Auno North,11.84768,12.93651,2233
Borno,Konduga,Jimtilo,11.84966,13.0229,2011
Borno,Konduga,1000 Housing,11.8452,13.05678,541
Borno,Konduga,Lowcost A,11.90525,13.09242,581
Borno,Konduga,Auno South,11.84445,12.93653,3375
Borno,Konduga,Tungushe Gana  A,12.0369,13.06965,1983
Borno,Konduga,Tungushe Ngur,12.02671,13.06188,1502
Borno,Konduga,Chabbol Ngubdori,11.90194,13.07051,1238
Borno,Konduga,Gambori,11.8443,13.0337,1022
Borno,Konduga,Birir,11.94275,13.07431,177
Borno,Konduga,Bokoiri,11.82478,13.04721,441
Borno,Konduga,Chabbol Kura I,11.95535,13.00253,396
Borno,Konduga,Chabbol Kura Ii,11.94891,13.009,189
Borno,Konduga,Chabbol Kurimari,11.935445,13.030227,216
Borno,Konduga,Gonni Sunnari Dongo Waya,11.9858,13.06213,219
Borno,Konduga,Kwaji Kwaji,11.9912,13.05993,153
Borno,Konduga,Tungushe Gana A,12.03666,13.06948,272
Borno,Konduga,Tungushe Gana B,12.03705,13.07403,317
Borno,Konduga,Tungushe Ngur,12.0267,13.06189,247
Borno,Konduga,Gida Talatin,11.81613,13.06732,212
Borno,Konduga,Eyn Church Shagari Lowcost Camp,11.89967,13.09151,224
Borno,Konduga,Subdo Buraye,11.998453,12.957879,292
Borno,Konduga,Tungushe Gana B,12.03667,13.06993,2188
Borno,Konduga,Amarwa Village,11.726758,13.298865,1192
Borno,Konduga,Veterinary,11.78875,13.20665,2560
Borno,Konduga,Dalori Qtrs,11.776262,13.216988,2183
Borno,Konduga,Dalori Village,11.754859,13.262016,4897
Borno,Konduga,Kofa,11.76352,13.24239,3384
Borno,Konduga,Dalori Quarters,11.77843,13.21772,277
Borno,Konduga,Dalori Village,11.75854,13.26611,3546
Borno,Konduga,Gaya Kofa,11.76373,13.2431,246
Borno,Konduga,Ngomari Kankiri,11.76806,13.23163,286
Borno,Konduga,Veterinary,11.78714,13.20352,167
Borno,Konduga,Yawuri Camp,11.77588,13.21718,1903
Borno,Konduga,Fulatari Camp,11.77033,13.22645,2166
Borno,Konduga,Shuwari,11.78066,13.21456,965
Borno,Konduga,Dalorima Camp,11.748,13.26339,702
Borno,Konduga,Fannamri,11.74833,13.26013,844
Borno,Konduga,Shuwari Gaya Camp,11.78495,13.21019,474
Borno,Konduga,Ngomari Karekiri,11.76863,13.23375,2133
Borno,Konduga,Malari,11.75856,13.26613,1389
Borno,Konduga,Jakana Mallambe,12.02669,13.06187,987
Borno,Konduga,Jakana Bidami,11.84362,12.7743,1373
Borno,Konduga,Nguro Futube,11.902015,13.07054,1264
Borno,Konduga,Jakana Binami,11.84394,12.77565,1551
Borno,Konduga,Jakana Bidami,11.75855,13.2661,1410
Borno,Konduga,Jakana Binami,11.76376,13.24314,2221
Borno,Konduga,Jakana Mallimbe,11.842004,12.77561,2516
Borno,Konduga,Nguro Futube,11.84126,12.77304,1044
Borno,Konduga,Mandarari I,11.66011,13.39857,3030
Borno,Konduga,Mandarari Ii,11.65882,13.40014,4020
Borno,Konduga,Galtimari,11.65578,13.41908,1985
Borno,Konduga,Abule Ii,11.73597,13.28389,230
Borno,Konduga,Mashamari Kuluye,11.66881,13.39255,7194
Borno,Konduga,28 Housing Estate,11.75857,13.26615,6161
Borno,Konduga,Abule 2,11.76374,13.24311,970
Borno,Konduga,Duwari,11.75859,13.26614,6370
Borno,Konduga,Galtimari,11.76378,13.2437,8139
Borno,Konduga,Kafan Ruwa,11.64359,13.4196,1054
Borno,Konduga,Mainari,11.6543,13.41831,8329
Borno,Konduga,Mandarari I,11.75852,13.26609,2398
Borno,Konduga,Mandarari Ii,11.76371,13.24308,2222
Borno,Konduga,Sabon Gari I,11.64837,13.41519,6433
Borno,Konduga,Sabon Gari Ii,11.64758,13.41633,4260
Borno,Konduga,Takari,11.65684,13.41605,4282
Borno,Konduga,Boarding School,11.66453,13.39605,13383
Borno,Konduga,Kalari Abule,11.73458,13.28333,5037
Borno,Konduga,Mashamari Kuluye,11.66881,13.39255,6399
Borno,Kwaya Kusar,Wandali,10.56637,11.95726,374
Borno,Kwaya Kusar,Wandali,10.56637,11.95726,33
Borno,Kwaya Kusar,Gusi/Billa,10.40158,12.01544,241
Borno,Kwaya Kusar,Guwal,10.54474,11.91426,344
Borno,Kwaya Kusar,Kubuku,10.42042,11.92782,232
Borno,Kwaya Kusar,Kurba,10.47027,11.77302,745
Borno,Kwaya Kusar,Biri,10.49534,11.84501,197
Borno,Kwaya Kusar,Anguwan Lafiya,10.50714,11.83768,297
Borno,Kwaya Kusar,Ibrahim Shehu Yamta,10.50466,11.83705,179
Borno,Kwaya Kusar,Kofan Hakimi,10.49794,11.83409,130
Borno,Kwaya Kusar,Kogu Chiri,10.50244,11.83563,427
Borno,Kwaya Kusar,Madu Ali,10.49876,11.8415,184
Borno,Kwaya Kusar,Mamman Birgila,10.50774,11.84708,273
Borno,Kwaya Kusar,Sabon Gari,10.49291,11.83643,361
Borno,Kwaya Kusar,Galdimare,10.34373,11.92448,292
Borno,Kwaya Kusar,Peta Yaulari,10.33964,11.92654,269
Borno,Kwaya Kusar,Wada,10.36408,11.96833,267
Borno,Kwaya Kusar,Milda Pesingo,10.36089,11.97128,148
Borno,Kwaya Kusar,Wawa,10.47104,11.91384,210
Borno,Kwaya Kusar,Yimirthlang,10.38202,11.85971,296
Borno,Mafa,Ngwom,11.88424,13.34223,2578
Borno,Mafa,Nedc Camp,11.9257366,13.5950127,4730
Borno,Mafa,Hausari,11.92165,13.60094,803
Borno,Mafa,Bulamari,11.92651,13.60131,864
Borno,Mafa,Tukuleri,11.922995,13.596982,507
Borno,Mafa,Ajari,11.92465,13.6019,615
Borno,Mafa,Wulari,11.92237,13.60418,719
Borno,Mafa,Ajari,11.92281,13.60064,4731
Borno,Mafa,Bulamari,11.9177921,13.5994732,1179
Borno,Mafa,Hausari,11.92118,13.60027,10221
Borno,Mafa,Tukuleri,11.92741,13.59879,1859
Borno,Mafa,Wulari,11.92239,13.6042,3920
Borno,Mafa,Government Girls' Secondary School,11.92033,13.59153,33801
Borno,Magumeri,Fulatari,12.26026,13.10827,2025
Borno,Magumeri,Lawanti,12.11471,12.282943,4195
Borno,Magumeri,Dawale,12.111471,12.82943,4260
Borno,Magumeri,Dawale,12.2595,13.11166,987
Borno,Magumeri,Fulatari,12.26148,13.11147,923
Borno,Magumeri,Lawanti,12.26153,13.11146,870
Borno,Magumeri,Ggss Gajiganna Camp,12.25596,13.09907,3580
Borno,Magumeri,Ggss Quarters,12.2542,13.09838,1868
Borno,Magumeri,Malayi Camp,12.25079,13.10118,1305
Borno,Magumeri,Bare Camp,12.26342,13.10484,2231
Borno,Magumeri,Lawanti Ajiri,12.2597,13.11167,4263
Borno,Magumeri,Modu Ajiri,12.26105,13.11107,3592
Borno,Magumeri,Lawanti Ajari,12.2598,13.11168,1750
Borno,Magumeri,Modu Ajiri,12.2615,13.11149,1887
Borno,Magumeri,Modu Kemeri,12.11736,12.82823,1913
Borno,Magumeri,Kasugula,12.11548,12.82431,4034
Borno,Magumeri,20 Housing,12.11256,12.83307,1170
Borno,Magumeri,Lawanti Ajiri H/C,12.11504,12.82843,1095
Borno,Magumeri,Wakilti H/C,12.11584,12.82752,856
Borno,Magumeri,Kasugula,12.11532,12.82433,2278
Borno,Magumeri,Lawanti A,12.11315,12.82666,2022
Borno,Magumeri,Modu Kimeri,12.11506,12.82982,977
Borno,Magumeri,Camp A,12.12092,12.82501,890
Borno,Magumeri,Camp B,12.11887,12.83561,830
Borno,Maiduguri,Chezcoan Fed. Lowcost,11.86448,13.11843,2587
Borno,Maiduguri,Dubai,11.88966,13.10277,2895
Borno,Maiduguri,Shagari Lowcost B,11.89986,13.08797,1736
Borno,Maiduguri,Shuwari 4Jtf Head Quarters,11.86807,13.10605,778
Borno,Maiduguri,Musari,11.88638,13.10826,2588
Borno,Maiduguri,Bukar Kumshe,11.86502,13.10721,2042
Borno,Maiduguri,Bolori Layout,11.85532,13.132,1476
Borno,Maiduguri,By-Pass,11.852356,13.109825,4941
Borno,Maiduguri,Old Bolori,11.86052,13.12747,1702
Borno,Maiduguri,Shuwari I,11.84851,13.11132,1944
Borno,Maiduguri,Malmari H/C,11.88463,13.09222,1048
Borno,Maiduguri,Shuwari 3,11.85081,13.11643,416
Borno,Maiduguri,Shuwari 5,11.8772,13.10735,2196
Borno,Maiduguri,Sabongari Buzu Camp,11.847629,13.109004,287
Borno,Maiduguri,Federal Low Cost Chezcoan Camp,11.86622,13.11681,275
Borno,Maiduguri,Bullet Quarters Camp,11.855489,13.140317,154
Borno,Maiduguri,Sabon Gari Ii,11.84704,13.109935,745
Borno,Maiduguri,Shuwari 5 Camp,11.87609,13.11325,3061
Borno,Maiduguri,African Mission Global Camp,11.89481,13.08895,169
Borno,Maiduguri,Abbari Camp,11.88656,13.11039,231
Borno,Maiduguri,Babban Gida 2 Camp,11.85974,13.11743,168
Borno,Maiduguri,Babban Gida 1 Camp,11.85881,13.11918,233
Borno,Maiduguri,Gidan Gawo Camp,11.85843,13.12143,335
Borno,Maiduguri,Anglican Church,11.83752,13.09972,71
Borno,Maiduguri,Gidan Dogo Camp,11.87339,13.11308,196
Borno,Maiduguri,Abdulrahman Camp,11.87709,13.0972,763
Borno,Maiduguri,Musari Korin Tanki Camp,11.8587,13.11917,291
Borno,Maiduguri,Bayan Texaco,11.879385,13.120029,11022
Borno,Maiduguri,Bayan Tashan Baga,11.873646,13.12383,3684
Borno,Maiduguri,Jajeri Borehole,11.870965,13.132457,3754
Borno,Maiduguri,Jajeri,11.873494,13.127689,9255
Borno,Maiduguri,Ummarari Bus Stop,11.86934,13.138925,5299
Borno,Maiduguri,Ummarari Kangaliya,11.872919,13.13397,2342
Borno,Maiduguri,Jajeriyamma Da Makabarta,11.871301,13.128544,2142
Borno,Maiduguri,Jajeri Budumari,11.886328,13.130132,1634
Borno,Maiduguri,Jajeri Kantudu,11.878697,13.134726,3579
Borno,Maiduguri,Jajeri Kantishabiyu,11.870228,13.135101,2966
Borno,Maiduguri,Ngarannam,11.876419,13.139593,15154
Borno,Maiduguri,Umarari Songhai,11.868915,13.138418,668
Borno,Maiduguri,Karantina,11.873668,13.139998,83
Borno,Maiduguri,Real Form Camp,11.865151,13.146608,121
Borno,Maiduguri,Doron Baga Camp,11.885187,13.120158,173
Borno,Maiduguri,Malam Terab,11.8369,13.15797,56
Borno,Maiduguri,Niyo Street,11.83547,13.15787,48
Borno,Maiduguri,Layin Dankaforo/Apolo,11.8355,13.155815,51
Borno,Maiduguri,Ag Satomi,11.83755,13.16008,88
Borno,Maiduguri,Ali Goni,11.8537,13.15922,57
Borno,Maiduguri,Bazanfareri,11.84266,13.15332,226
Borno,Maiduguri,Furemari,11.84434,13.15469,221
Borno,Maiduguri,Furmari,11.8435,13.15406,221
Borno,Maiduguri,Lawanti,11.84113,13.15652,219
Borno,Maiduguri,Sa'Inari Damaturu Street,11.84491,13.15613,246
Borno,Maiduguri,Gamboru I,11.85268,13.16987,347
Borno,Maiduguri,Gamboru Ii,11.85403,13.16827,501
Borno,Maiduguri,Gamboru Iii,11.85351,13.16894,198
Borno,Maiduguri,Kasuwa Shanu Gidan Kifi Camp,11.85775,13.18104,184
Borno,Maiduguri,Allamin Dagash Garage,11.85737,13.16797,424
Borno,Maiduguri,Maijir,11.83688,13.14378,598
Borno,Maiduguri,Dalori Gana,11.83529,13.16712,1084
Borno,Maiduguri,Mamman Shuwa,11.84169,13.17135,1301
Borno,Maiduguri,Zawuya,11.84159,13.17123,964
Borno,Maiduguri,Ali Askiris,11.82674,13.17269,1309
Borno,Maiduguri,Askira Street,11.82823,13.16957,1150
Borno,Maiduguri,Usman Tobacco,11.82085,13.16991,232
Borno,Maiduguri,Sabon Gari,11.83029,13.16428,294
Borno,Maiduguri,Gangan/Talakari,11.8253,13.16108,239
Borno,Maiduguri,Ganyala,11.82731,13.16305,400
Borno,Maiduguri,Layin Dan Bauchi,11.83314,13.16734,391
Borno,Maiduguri,Umar Ali Gardener Camp,11.83515,13.17593,114
Borno,Maiduguri,Ibrahim Biu,11.82784,13.16887,1151
Borno,Maiduguri,Mai Fema,11.82082,13.17727,959
Borno,Maiduguri,Goni Kolo,11.82279,13.17605,997
Borno,Maiduguri,Bana Bohma,11.82275,13.17587,915
Borno,Maiduguri,Mala Karasuwa,11.82457,13.17519,953
Borno,Maiduguri,Kangalafaya,11.84165,13.15251,326
Borno,Maiduguri,Hausari Tsakiya,11.84045,13.15171,181
Borno,Maiduguri,Torotoroma,11.84245,13.15038,352
Borno,Maiduguri,Hausari Dandamari,11.84211,13.14973,328
Borno,Maiduguri,Shuwari,11.847194,13.121034,4384
Borno,Maiduguri,Kumshe,11.85651,13.14989,1319
Borno,Maiduguri,Jerusalem,11.84156,13.13937,1985
Borno,Maiduguri,Tudun Wada,11.837768,13.113225,145
Borno,Maiduguri,Bayan Quarters,11.86854,13.15871,1480
Borno,Maiduguri,Lawan Bukar,11.85103,13.15745,430
Borno,Maiduguri,Eyn Can Centre Camp,11.84466,13.13659,2267
Borno,Maiduguri,Dujima Camp,11.849397,13.140029,136
Borno,Maiduguri,Dcc Shuwari Camp,11.844172,13.117595,780
Borno,Maiduguri,Grema Mohammed Camp,11.84896,13.14325,171
Borno,Maiduguri,Old Inec Camp,11.859778,13.156869,142
Borno,Maiduguri,Marte Camp,11.85911,13.154832,119
Borno,Maiduguri,Railway Terminus Camp,11.861814,13.157589,377
Borno,Maiduguri,Pampas Street Camp,11.861418,13.15608,332
Borno,Maiduguri,Tamsuwa,11.85038,13.16359,180
Borno,Maiduguri,Difinowa,11.84617,13.16259,209
Borno,Maiduguri,Kawuskemari,11.84871,13.16408,249
Borno,Maiduguri,Adam Kolo,11.84087,13.16214,202
Borno,Maiduguri,Kaliyari,11.84572,13.16352,261
Borno,Maiduguri,Kangarmaka,11.84414,13.16487,254
Borno,Maiduguri,Kangarmaka Camp,11.84341,13.16508,224
Borno,Maiduguri,Goni Zarami,11.84392,13.14909,1721
Borno,Maiduguri,Fulatari,11.85105,13.14951,1762
Borno,Maiduguri,Ari Askiri,11.85225,13.1466,1388
Borno,Maiduguri,Mafoni Kura,11.84887,13.1506,1320
Borno,Maiduguri,Bandari,11.84996,13.14671,1638
Borno,Maiduguri,Kalwa,11.84769,13.15179,1948
Borno,Maiduguri,Ajiri I,11.79153,13.1273,57
Borno,Maiduguri,Kulolori,11.80774,13.13229,5371
Borno,Maiduguri,Kusheri,11.79097,13.13214,2140
Borno,Maiduguri,Polo,11.79419,13.14185,1987
Borno,Maiduguri,G.R.A,11.80658,13.16301,1794
Borno,Maiduguri,Sulumri,11.8018,13.1187,5181
Borno,Maiduguri,Moduganari,11.82514,13.11858,7317
Borno,Maiduguri,Suleimanti,11.79864,13.13423,5437
Borno,Maiduguri,Bulumkutu Kasuwa,11.83227,13.09082,2248
Borno,Maiduguri,Bulumkutu Abuja,11.82657,13.11143,6210
Borno,Maiduguri,Abbakarti,11.79704,13.12343,2350
Borno,Maiduguri,Abuja Talakawa,11.81755,13.1162,6619
Borno,Maiduguri,Damboa Road,11.80833,13.13658,4155
Borno,Maiduguri,Massa Mallumbe,11.79343,13.10725,3658
Borno,Maiduguri,44G,11.78518,13.1248,1093
Borno,Maiduguri,Kanadari,11.76665,13.11095,817
Borno,Maiduguri,Bulabulin Gaura,11.8003,13.13363,150
Borno,Maiduguri,Awulam Camp,11.79,13.13433,133
Borno,Maiduguri,Yajiwa Camp Kusheri,11.78821,13.13046,1532
Borno,Maiduguri,Kuru Camp,11.79932,13.13605,677
Borno,Maiduguri,Ajiri Ii Camp,11.79117,13.13416,211
Borno,Maiduguri,Goni Kyarimi Camp,11.79723,13.11242,411
Borno,Maiduguri,Umarari Camp,11.80198,13.11588,701
Borno,Maiduguri,Fulatari Farin Ruwa Camp,11.80155,13.11315,235
Borno,Maiduguri,Abatchari Camp,11.79455,13.13392,138
Borno,Maiduguri,Yejiwa Borehole Camp,11.78785,13.1313,510
Borno,Maiduguri,Mashidimami Camp,11.80055,13.12229,777
Borno,Maiduguri,Bulamari Ahmadu Camp,11.79557,13.12233,342
Borno,Maiduguri,Dogon Iche Camp,11.80332,13.1189,825
Borno,Maiduguri,Mashidimami Ii,11.79791,13.12197,457
Borno,Maiduguri,Sabon Koori Camp,11.79873,13.11313,600
Borno,Maiduguri,Sulumri Bakin Kwalta Camp,11.80175,13.12033,262
Borno,Maiduguri,Suleimanti Musanti Camp,11.79777,13.13867,178
Borno,Maiduguri,Modu Kumbu Camp,11.79785,13.1358,112
Borno,Maiduguri,Hadiza Camp,11.79872,13.11963,280
Borno,Maiduguri,Galtimari,11.85155,13.15701,169
Borno,Maiduguri,Goniri,11.85117,13.15719,220
Borno,Maiduguri,Gangamari,11.85319,13.15925,294
Borno,Maiduguri,Mundulmari,11.85582,13.1582,221
Borno,Maiduguri,Kawar Maila,11.85596,13.16123,198
Borno,Maiduguri,Kumuzumari,11.85598,13.16136,196
Borno,Maiduguri,Engine Katako,11.84515,13.15681,448
Borno,Maiduguri,Talbari,11.84503,13.15788,415
Borno,Maiduguri,Alajeri,11.84375,13.15944,545
Borno,Maiduguri,Waziriri,11.84573,13.16028,445
Borno,Mobbar,Lawanti,13.109664,12.505686,3192
Borno,Mobbar,Damasak Central,13.10582,12.507046,3257
Borno,Mobbar,Kairi,13.106793,12.512799,5387
Borno,Mobbar,Chunguluski,13.11439,12.50328,537
Borno,Mobbar,Chuguluski,13.11483,12.50346,106
Borno,Mobbar,Damasak Central,13.10648,12.50633,25835
Borno,Mobbar,Kairi,13.10502,12.51377,8457
Borno,Mobbar,Lawanti,13.1104,12.50907,20479
Borno,Mobbar,Gsss Camp Damasak Camp,13.112261,12.517816,69794
