State,LGA,Site Name,Latitude,Longitude,Individuals
Borno,Mobbar,Bulama A Modu,13.099033,12.506668,2139
Borno,Mobbar,Bulama Koyumbe,13.103736,12.513439,2456
Borno,Mobbar,Bulama Kyari,13.095111,12.511608,2009
Borno,Mobbar,Masakale,13.08006,12.52159,246
Borno,Mobbar,Bayan Secretariat Hc,13.097144,12.519182,275
Borno,Mobbar,Bayan Secreteriat,13.09589,12.51966,470
Borno,Mobbar,Bulama A. Modu,13.0991,12.5068,9080
Borno,Mobbar,Bulama Koyombe,13.10188,12.511,7628
Borno,Mobbar,Bulama Kyari,13.10183,12.50914,5443
Borno,Mobbar,Massa Kale,13.08004,12.52161,304
Borno,Monguno,Low Cost,12.67354,13.61743,3085
Borno,Monguno,Shuwari,12.66666,13.60677,4338
Borno,Monguno,Fulatari,12.67293,13.60385,5544
Borno,Monguno,Marina Bololo,12.66691,13.61369,2802
Borno,Monguno,Kuya,12.66454,13.62051,3238
Borno,Monguno,New Lawanti,12.67002,13.61311,2584
Borno,Monguno,Gana Ali,12.67585,13.62428,7576
Borno,Monguno,Abbari,12.66782,13.59978,4065
Borno,Monguno,Ajari Kumburi,12.66669,13.61669,2771
Borno,Monguno,Bakasi,12.6664,13.60936,2830
Borno,Monguno,Charamari,12.6734,13.60743,3773
Borno,Monguno,Gumsuri,12.67408,13.6148,2074
Borno,Monguno,Hausari,12.61148,13.66834,1901
Borno,Monguno,Abbari,12.66785,13.5998,4508
Borno,Monguno,Ajari Kumburi,12.66668,13.61671,6379
Borno,Monguno,Bakasi,12.66639,13.60938,3176
Borno,Monguno,Charamari,12.6736,13.60746,2831
Borno,Monguno,Fulatari,12.67441,13.60493,4922
Borno,Monguno,Gana Ali,12.67579,13.6209,2845
Borno,Monguno,Gumsuri,12.67411,13.6151,2330
Borno,Monguno,Hausari,12.61145,13.66835,3309
Borno,Monguno,Kuya,12.66617,13.61985,3903
Borno,Monguno,Low-Cost,12.6729,13.62045,4407
Borno,Monguno,Marina Bololo,12.66085,13.61463,6557
Borno,Monguno,New Lawanti,12.67357,13.61231,3431
Borno,Monguno,Shuwari,12.66722,13.60047,2479
Borno,Monguno,Government Girls Secondary School (Ggss),12.67954,13.62306,20983
Borno,Monguno,Ngurno,12.68552,13.62026,5361
Borno,Monguno,Kuya Primary School,12.66375,13.61947,10014
Borno,Monguno,Gana Ali Camp,12.67141,13.62468,4056
Borno,Monguno,Gardener Low Cost,12.67214,13.61943,1035
Borno,Monguno,Water Board,12.68426,13.61469,31102
Borno,Monguno,Government Day Secondary School (Gdss),12.67309,13.60536,4480
Borno,Monguno,Nrc 1 & 2,12.66615,13.62409,4032
Borno,Monguno,Gssss Monguno,12.68006,13.61071,16681
Borno,Monguno,Vertinary,12.67,13.60701,4729
Borno,Monguno,Fulatari Camp,12.67535,13.60172,9808
Borno,Monguno,Stadium Camp Monguno,12.66566,13.6268,3246
Borno,Ngala,Zawuya,12.37509,14.21556,1510
Borno,Ngala,Ghana,12.37355,14.21753,2643
Borno,Ngala,Ghana,12.37357,14.21755,6826
Borno,Ngala,Zawuya,12.37511,14.2155,9720
Borno,Ngala,Zawuya,12.37509,14.21556,536
Borno,Ngala,Zawuya,12.37509,14.21556,423
Borno,Ngala,Alhaji Fokki,12.3749,14.20691,583
Borno,Ngala,Alhaji Fokki,12.3749,14.20691,463
Borno,Ngala,Kasuwan Shanu,12.37949,14.20404,1886
Borno,Ngala,Alhaji Fokki,12.3749,14.20691,1635
Borno,Ngala,Bash Wade Wade,12.37399,14.20028,1862
Borno,Ngala,Alhaji Fokki,12.37488,14.2071,11362
Borno,Ngala,Bash Wade,12.37147,14.19866,16046
Borno,Ngala,Kasuwan Shanu,12.38086,14.20381,13427
Borno,Ngala,Kasuwan Shanu,12.37949,14.20404,518
Borno,Ngala,Kasuwan Shanu,12.37949,14.20404,504
Borno,Ngala,Wulari,12.34336,14.1882,1507
Borno,Ngala,Central Mosque,12.34,14.18698,1733
Borno,Ngala,Central Mosque,12.33983,14.18625,13734
Borno,Ngala,Wulari,12.34223,14.1883,3501
Borno,Ngala,International School Camp,12.35903,14.1704,39751
Borno,Ngala,Arabic Village Camp,12.34706,14.34706,33250
Borno,Ngala,Zullum Camp,12.35231,14.17489,5240
Borno,Ngala,Kaigama Usman Camp,12.34825,14.18891,4229
Borno,Ngala,Abuja,12.3663,14.20805,503
Borno,Ngala,Abuja,12.3663,14.20805,736
Borno,Ngala,Abuja,12.3663,14.20805,2227
Borno,Ngala,Gamboru Dina,12.37221,14.21832,2572
Borno,Ngala,Kanumburi,12.36534,14.21466,2422
Borno,Ngala,Abuja Hc,12.36822,14.21085,6762
Borno,Ngala,Gamboru Dina,12.37224,14.21836,15526
Borno,Ngala,Kanumburi Hc,12.36532,14.21452,12212
Borno,Ngala,Gamboru Dina,12.37221,14.21832,648
Borno,Ngala,Gamboru Dina,12.37221,14.21832,1019
Borno,Ngala,Kanumburi,12.36534,14.21466,608
Borno,Ngala,Kanumburi,12.36534,14.21466,713
Borno,Ngala,Ladari,12.39405,14.19257,1512
Borno,Ngala,Ladari Host Community,12.39324,14.19078,2516
Borno,Ngala,Ladari,12.39405,14.19257,173
Borno,Ngala,Ladari,12.39405,14.19257,81
Borno,Shani,Anguwan Hausawa,10.08975,11.96592,157
Borno,Shani,Sabon Fege,10.08767,11.95846,135
Borno,Shani,Anguwan Lawan,10.0904,11.98521,104
Borno,Shani,Kirkalla,10.08773,11.95863,102
Borno,Shani,Anguwan Jauro Tukur,10.08654,11.95693,112
Borno,Shani,Bakin Kasuwa,10.08752,11.9574,92
Borno,Shani,Gargayi,10.33294,12.17821,168
Borno,Shani,Garkuwa,10.32892,12.17843,397
Borno,Shani,Labiri,10.22087,11.82167,104
Borno,Shani,Anguwan Liman,10.05986,11.94209,115
Borno,Shani,Sarki Noma,10.0496,11.9229,109
Borno,Shani,Anguwan Hakimi,10.04698,11.91499,181
Borno,Shani,Kashim,10.13379,12.06259,157
Borno,Shani,Boruwa,10.27526,12.14238,148
Borno,Shani,Lajajawa,10.06103,11.82708,42
Borno,Shani,Dungo Waja,10.10237,12.02952,156
Borno,Shani,Kurara,10.18447,11.96274,201
Borno,Shani,Anguwan Mamilo,10.21643,12.06017,112
Borno,Shani,Lejejewa,10.227399,12.052203,357
Borno,Shani,Anguwan Bebeto,10.21692,12.06683,216
Borno,Shani,Dalan Wishi,10.24124,11.97156,87
Yobe,Bade,Musari,12.8463,10.76098,433
Yobe,Bade,Dagona,12.84459,10.76196,512
Yobe,Bade,Gwio-Kura,12.699419,11.101292,185
Yobe,Bade,Katuzu,12.86636,11.03306,1113
Yobe,Bade,Nayinawa,12.86341,11.0366,715
Yobe,Bade,Fulatari,12.88077,11.03134,1505
Yobe,Bade,Sabon Gari,12.87211,11.03252,881
Yobe,Bade,Garin Lamido,12.88994,11.03299,1858
Yobe,Bade,Abujan Amare,12.88942,11.04278,2379
Yobe,Bade,Kesewa,12.88179,11.04068,1129
Yobe,Bade,Lawan Fannami,12.87679,11.04181,1977
Yobe,Bade,Malam Yakubu,12.88107,11.05028,3172
Yobe,Bade,Dan-Ladi,12.87982,11.04732,375
Yobe,Bade,Sarkin Hausawa,12.88238,11.04039,1177
Yobe,Bade,Sarki,12.86701,11.04286,517
Yobe,Bade,Paga,12.84303,10.87739,134
Yobe,Bade,Dawayo,12.87445,10.86285,60
Yobe,Bade,Azam,12.84071,10.90928,1689
Yobe,Bade,Azbak,12.85416,10.95612,270
Yobe,Bade,Zango 2,12.88259,11.03097,3598
Yobe,Bade,Zango 1,12.87863,11.03681,2595
Yobe,Bade,Ganama,12.87821,11.0505,1759
Yobe,Bursari,Fulatari,12.76775,11.51137,101
Yobe,Bursari,Makarahuta,12.76731,11.50531,148
Yobe,Bursari,Tsangaya,12.76956,11.50971,182
Yobe,Bursari,Bakin Asbiti,12.76931,11.51027,118
Yobe,Bursari,Bakin Tasha,12.76758,11.50887,326
Yobe,Bursari,Dere,12.49626,11.49746,242
Yobe,Bursari,Tsohon Tasha,12.49782,11.50642,465
Yobe,Bursari,Korsori,12.49632,11.49743,436
Yobe,Bursari,Matruga,12.49921,11.50512,368
Yobe,Bursari,Ajari,12.49237,11.49531,154
Yobe,Bursari,Bamusa,12.81617,11.055542,173
Yobe,Bursari,Burum,12.81673,11.05393,141
Yobe,Bursari,Dogon Jawa,12.81746,11.05487,215
Yobe,Bursari,Jawa,12.81371,11.04101,145
Yobe,Bursari,Tsamiya,12.82015,11.05681,173
Yobe,Bursari,Guba,12.79465,11.39431,91
Yobe,Bursari,Sabon Garin Guba,12.79458,11.39343,137
Yobe,Bursari,Aisaganari,12.79426,11.39318,230
Yobe,Bursari,Ajiri B,12.81805,11.58632,294
Yobe,Bursari,Bulamari,12.81824,11.58753,259
Yobe,Bursari,Goniri,12.81903,11.58821,213
Yobe,Bursari,Karauri,12.81703,11.58552,146
Yobe,Bursari,Ajari,12.84321,11.52423,197
Yobe,Bursari,Bulamari,12.84227,11.52314,138
Yobe,Bursari,Sambori,12.84132,11.52357,147
Yobe,Bursari,Tsangaya,12.84615,11.52331,164
Yobe,Damaturu,Forestry,11.74774,11.95832,426
Yobe,Damaturu,Bindigari,11.74645,11.95528,372
Yobe,Damaturu,Pawari,11.75495,11.95778,570
Yobe,Damaturu,Damakasu,11.79215,12.14163,150
Yobe,Damaturu,Bukar Abba House,11.72998,11.98092,228
Yobe,Damaturu,Ganyen Kura,11.70929,11.95248,210
Yobe,Damaturu,Abbari Abuja,11.70743,11.94323,675
Yobe,Damaturu,Abari Y.B.C Camp,11.69237,11.94461,420
Yobe,Damaturu,Mistri,11.68608,12.04774,186
Yobe,Damaturu,Maduri,11.73333,12.01289,474
Yobe,Damaturu,Gambir,11.63907,12.05818,420
Yobe,Damaturu,Alhajeri,11.71258,12.03878,155
Yobe,Damaturu,Gambir,11.63922,12.05896,2760
Yobe,Damaturu,Malumti,11.77258,12.15667,336
Yobe,Damaturu,Mittri,11.68494,12.04841,765
Yobe,Damaturu,Kasaisa Village Camp,11.66325,11.93567,2232
Yobe,Damaturu,Kallallawa,11.9374,11.85637,408
Yobe,Damaturu,Gabai,11.93924,11.75474,612
Yobe,Damaturu,Shuwari,11.93241,11.85844,726
Yobe,Damaturu,Warsala,11.75935,12.23241,510
Yobe,Damaturu,Warsala,11.75761,12.23176,432
Yobe,Damaturu,Kukareta Camp,11.74533,12.18555,7866
Yobe,Damaturu,Ngabrawa,11.72166,12.12622,258
Yobe,Damaturu,Maisandari,11.7387,12.01221,805
Yobe,Damaturu,Nguro Yalaye,11.72412,12.12533,590
Yobe,Damaturu,Usmanti,11.71751,12.12621,640
Yobe,Damaturu,Sumsumma,11.75865,12.00268,306
Yobe,Damaturu,Furi,11.73006,12.07347,1050
Yobe,Damaturu,Moh'D Gombe Farm,11.72656,12.03608,294
Yobe,Damaturu,Huri Village Camp,11.72652,12.03586,858
Yobe,Damaturu,Murfa Kalam,11.7298,11.91611,450
Yobe,Damaturu,Dikumari,11.70308,11.83899,318
Yobe,Damaturu,Vetenary Camp,11.7273,11.91341,225
Yobe,Damaturu,Kandahar,11.7431,11.93943,978
Yobe,Damaturu,Nayinawa Pilgrims ,11.74153,11.94976,168
Yobe,Damaturu,Unguwar Boka,11.74278,11.94858,976
Yobe,Damaturu,Nayinawa,11.74516,11.95749,930
Yobe,Damaturu,Pompomari Jammaina,11.75789,11.96639,882
Yobe,Damaturu,Njiwaji,11.74715,11.96828,410
Yobe,Damaturu,Farin Masallaci,11.75271,11.96708,624
Yobe,Fika,Korori,11.28103,11.31019,225
Yobe,Fika,Anzai,11.24487,11.33144,236
Yobe,Fika,Mainari,11.28176,11.30598,283
Yobe,Fika,Fukumari,11.285,11.3057,306
Yobe,Fika,Bogaru,11.29147,11.3062,200
Yobe,Fika,Bore Hole,11.28592,11.22201,248
Yobe,Fika,Kampani,11.29021,11.23062,190
Yobe,Fika,Hausari,11.284,11.22215,150
Yobe,Fika,Tsohuwar Kasuwa,11.28576,11.22026,278
Yobe,Fika,Godowoli,11.31287,10.98436,198
Yobe,Fika,Babaji,11.31452,11.2303,208
Yobe,Fika,Gashinge,11.29044,11.11658,190
Yobe,Fika,Jar Kasa,11.10581,11.37048,347
Yobe,Fika,Ang Damuna,11.10532,11.37922,281
Yobe,Fika,Ang. Ngamawa,11.10076,11.37584,280
Yobe,Fune,Sabon Gari,11.6794,11.34025,528
Yobe,Fune,Sabon Layi,11.67955,11.33309,473
Yobe,Fune,Bakkati,11.675555,11.336746,581
Yobe,Fune,Indabu,11.67721,11.33644,218
Yobe,Fune,Dogon Rijiya,11.683552,11.34067,308
Yobe,Fune,Limanti,11.67024,11.41683,391
Yobe,Fune,Wakilti,11.67078,11.41412,215
Yobe,Fune,Bulamari,11.6643,11.41826,192
Yobe,Fune,Funai Camp,11.66594,11.41976,318
Yobe,Fune,Sabon Layi,11.688123,11.613321,121
Yobe,Fune,Gangara,11.67941,11.6213,66
Yobe,Fune,Mubiyar,11.694121,11.69829,93
Yobe,Fune,Bulamari,11.68811,11.623318,285
Yobe,Fune,Yabawa,11.68731,11.62007,150
Yobe,Fune,Alijaji,11.66466,11.27036,97
Yobe,Fune,Bulama Jaji,11.66754,11.27217,48
Yobe,Fune,Wailare,11.98366,11.44391,96
Yobe,Fune,Gamji,11.97658,11.44113,46
Yobe,Fune,Sabon Layi,11.98236,11.43681,65
Yobe,Fune,Fada,11.9824,11.44085,75
Yobe,Fune,Kayeri,11.52789,11.45689,64
Yobe,Fune,Kagadama,11.88441,11.28305,48
Yobe,Fune,Dangas,11.88137,11.28553,35
Yobe,Fune,Sabon Layi,11.88109,11.28563,32
Yobe,Fune,Bulamari,11.82855,11.60856,44
Yobe,Geidam,Anguwar Area,12.909561,11.920752,1144
Yobe,Geidam,Mai Malah Estate,12.913253,11.935908,442
Yobe,Geidam,Ari Lawan St.,12.900999,11.927242,403
Yobe,Geidam,Ganye Kura,12.901531,11.922925,448
Yobe,Geidam,Ajari,12.900476,11.936283,494
Yobe,Geidam,Ajari,12.890799,11.928946,12221
Yobe,Geidam,Anguwar Area,12.882227,11.932188,13923
Yobe,Geidam,Ari Lawan Street,12.87626,11.92833,13533
Yobe,Geidam,Ganyekura,12.889749,11.925685,11609
Yobe,Geidam,Lawanti,12.83494,11.69123,130
Yobe,Geidam,Ajeribulin,12.82751,11.72023,133
Yobe,Geidam,Lawan Bukarti,12.83478,11.84489,240
Yobe,Geidam,Kwari,12.83284,11.69083,100
Yobe,Geidam,Bulamuwarti,12.836,11.75135,110
Yobe,Geidam,Bulamari,12.83713,11.751174,135
Yobe,Geidam,Alh. Baffa Street,12.89391,11.92637,767
Yobe,Geidam,Garin Zarami,12.88222,11.93218,1444
Yobe,Geidam,Kusurmari,12.87626,11.92833,1581
Yobe,Geidam,Samunaka,12.884693,11.91623,182
Yobe,Geidam,Yaroba Street,12.8935,11.92481,1014
Yobe,Geidam,Alhaji Baffa Street,12.890797,11.928943,15314
Yobe,Geidam,Garin Zarami,12.882225,11.932189,23205
Yobe,Geidam,Kusurmari,12.876259,11.92833,21814
Yobe,Geidam,Yaroba Street,12.889748,11.925682,16783
Yobe,Geidam,Fulatari,12.88918,11.936236,754
Yobe,Geidam,Kwata,12.89531,11.92041,1158
Yobe,Geidam,Alh Yakubu St.,12.896677,11.926898,319
Yobe,Geidam,Anguwar Kanti,12.89533,11.92624,403
Yobe,Geidam,Alhaji Yakubu Street,12.89727,11.93037,12142
Yobe,Geidam,Anguwar Kanti,12.895119,11.926604,16189
Yobe,Geidam,Kwata,12.894177,11.920969,14599
Yobe,Geidam,Zanna Nur Street,12.898049,11.933956,17173
Yobe,Geidam,Zanna Nur Street,12.890243,11.934433,923
Yobe,Geidam,Bulamari,12.76302,11.84669,142
Yobe,Geidam,Shetimari,12.76263,11.84766,142
Yobe,Geidam,Lawanti,12.76212,11.84747,140
Yobe,Geidam,Gurobomaye,12.76145,11.84668,122
Yobe,Geidam,Walimari,12.86793,11.89856,180
Yobe,Geidam,Ganye Kura,12.86803,11.89971,130
Yobe,Geidam,Malafari,12.86763,11.89749,150
Yobe,Geidam,Bulamari,12.86724,11.89987,120
Yobe,Geidam,Sabon Gari,12.86009,11.90056,500
Yobe,Gujba,Yaga,11.208139,12.029898,1715
Yobe,Gujba,Tosuwa/B.Yarima,11.20437,12.02839,1659
Yobe,Gujba,Manyama/Malari,11.200563,12.031609,1365
Yobe,Gujba,Manyama / Yerima,11.200629,12.031651,2303
Yobe,Gujba,Tosuwa,11.204774,12.027102,1834
Yobe,Gujba,Yaga,11.207102,12.029071,2565
Yobe,Gujba,Bula-Bulin Zindiya Camp,11.215857,12.023658,518
Yobe,Gujba,Yarimari Sabuwa Camp,11.196059,12.018359,539
Yobe,Gujba,Gomari,11.273613,12.01117,5355
Yobe,Gujba,Kasatchia,11.2842,12.00308,8057
Yobe,Gujba,Shuwari,11.28339,12.013578,7735
Yobe,Gujba,Kasatchia/Mairi,11.27996,12.00159,13419
Yobe,Gujba,Ngomari/ Lowcost,11.257724,12.012032,6468
Yobe,Gujba,Shuwari/Hausari,11.283411,12.013553,18914
Yobe,Gujba,Meleri ,11.511252,12.001788,815
Yobe,Gujba,Ngamma,11.518802,11.973312,1715
Yobe,Gujba,Mairi/Ajiyari,11.50081,11.93639,2184
Yobe,Gujba,Fulatari,11.49927,11.93159,1456
Yobe,Gujba,Katarko,11.56296,11.91726,3787
Yobe,Gujba,Garin Itace,11.607968,11.919208,1806
Yobe,Gujba,Fulatari,11.497392,11.930114,2618
Yobe,Gujba,Garin Itace,11.610832,11.922323,1834
Yobe,Gujba,Katarko,11.56427,11.913996,6321
Yobe,Gujba,Mairi/ Ajiyari,11.503792,11.935241,3878
Yobe,Gujba,Fulatari 2,11.500773,11.932308,777
Yobe,Gujba,Ajiyari 2,11.503048,11.93347,672
Yobe,Gujba,Katarko 2 Camp,11.566466,11.916946,427
Yobe,Gujba,Meleri,11.51269,12.00225,815
Yobe,Gujba,Ngamma Camp,11.519702,11.97476,1715
Yobe,Gujba,Kasatchia Camp,11.44398,11.953333,590
Yobe,Gujba,Mutai,11.26571,11.72135,1393
Yobe,Gujba,Chiromari,11.266315,11.719995,2310
Yobe,Gujba,Chiromari,11.265067,11.722107,1603
Yobe,Gujba,Mutai,11.264771,11.721442,1743
Yobe,Gujba,Lawanti,11.353812,11.809535,1232
Yobe,Gujba,Tsangayari,11.348646,11.806919,2191
Yobe,Gujba,Lawanti,11.351322,11.810276,2744
Yobe,Gujba,Tsangayari,11.346342,11.807267,2376
Yobe,Gulani,Anguwa Aduwa,10.93369,11.68343,2632
Yobe,Gulani,Gala Baggoma,10.93694,11.68171,3000
Yobe,Gulani,Gala Chiroma,10.93714,11.68243,2812
Yobe,Gulani,Gala Dala,10.93684,11.68287,2565
Yobe,Gulani,Gala Geldima,10.93512,11.68258,2595
Yobe,Gulani,Liman Kagana,10.81015,11.72552,111
Yobe,Gulani,Tetteba Market,10.81232,11.72884,97
Yobe,Gulani,Lawan Palace,10.81219,11.7283,65
Yobe,Gulani,Tudu Mubiyel,10.80776,11.72908,78
Yobe,Gulani,Tetteba Primary/Goburawa,10.80964,11.73383,65
Yobe,Gulani,Goburawa/ Pri Sch,10.8102,11.73469,2520
Yobe,Gulani,Lawan Kagana,10.80107,11.72567,2565
Yobe,Gulani,Lawan Place,10.81192,11.72818,2685
Yobe,Gulani,Tetteba Market,10.81229,11.72679,2940
Yobe,Gulani,Tudu Mubiyal,10.8087,11.72858,2595
Yobe,Gulani,Old Market/Shuaibu Gate,11.07248,11.80352,91
Yobe,Gulani,Tsangaya Gabas,11.0719,11.80557,65
Yobe,Gulani,Fulatari,11.06694,11.80692,123
Yobe,Gulani,Lawanti/Ajari,11.071443,11.80488,130
Yobe,Gulani,Mai Angwan Tela,11.07255,11.80005,78
Yobe,Gulani,Kukuwa,11.10358,11.90138,163
Yobe,Gulani,Alh Sha'Aibu Gate,11.07148,11.80567,2805
Yobe,Gulani,Fulatari,11.06795,11.80843,2475
Yobe,Gulani,Kukawa/Zango,11.10438,11.89913,5850
Yobe,Gulani,Lawanti,11.07077,11.80304,2970
Yobe,Gulani,Mai Anguwa Tela,11.07062,11.79924,2617
Yobe,Gulani,Old Market,11.07285,11.80066,2745
Yobe,Gulani,Bulamari,11.03814,11.73315,162
Yobe,Gulani,Kukan Daru,11.03507,11.73294,78
Yobe,Gulani,Bulumkutu/Tike,11.0385,11.72813,130
Yobe,Gulani,Gargari Sabuwa,11.03117,11.73535,123
Yobe,Gulani,Ningi/Goniri,11.03581,11.73968,143
Yobe,Gulani,Bulamari,11.03596,11.73049,2925
Yobe,Gulani,Bulunkutu/Tike,11.03866,11.72968,3480
Yobe,Gulani,Gargari Sabuwa,11.03016,11.73354,2865
Yobe,Gulani,Kukan Daru,11.03427,11.72935,2640
Yobe,Gulani,Ningi/Goneri,11.03756,11.73353,3225
Yobe,Gulani,Galamai/Bujuhum,10.7249,11.68998,91
Yobe,Gulani,Gala Bahama,10.72434,11.68849,90
Yobe,Gulani,Gala Ciroma,10.72757,11.68889,65
Yobe,Gulani,Gala Bata,10.72803,11.68951,2662
Yobe,Gulani,Gala Chiroma,10.72652,11.68977,2430
Yobe,Gulani,Gala Hwati,10.72719,11.68996,2550
Yobe,Gulani,Gala Mai,10.72501,11.68999,2625
Yobe,Gulani,Gala Nahamma,10.72421,11.68874,2715
Yobe,Gulani,Unguwan Kudu/Asibiti,10.95646,11.60531,130
Yobe,Gulani,Bulamari,10.95639,11.61091,111
Yobe,Gulani,Bakin Tasha,10.95694,11.6055,123
Yobe,Gulani,Anguwar Kudu / Asibiti,10.95725,11.61114,3247
Yobe,Gulani,Bakin Tasha,10.81227,11.72678,2947
Yobe,Gulani,Bulamari,10.95519,11.60571,2640
Yobe,Jakusko,Saminaka,12.27028,10.84881,70
Yobe,Jakusko,Gurbana,12.1997,10.88009,72
Yobe,Jakusko,Lawan Buduwa,12.20239,10.87932,201
Yobe,Jakusko,Katan Gana,12.58605,10.89257,123
Yobe,Jakusko,Dumbari,12.58481,10.73697,163
Yobe,Jakusko,Tidiniya,12.58626,10.78352,90
Yobe,Jakusko,Bayam,12.4288,10.84266,71
Yobe,Jakusko,Lafiyari,12.46938,10.87422,73
Yobe,Jakusko,Lawan Unit,12.56284,10.92704,252
Yobe,Jakusko,Dakido,12.37277,10.77633,379
Yobe,Jakusko,Lawanti,12.36658,10.77161,199
Yobe,Jakusko,District Head,12.36951,10.77384,139
Yobe,Jakusko,Jawur Lamba,12.74028,10.92239,81
Yobe,Jakusko,Jawur Kaya,12.73192,10.91669,70
Yobe,Jakusko,Maleka,12.72748,10.90869,86
Yobe,Jakusko,Zabudum,12.72388,10.85105,164
Yobe,Jakusko,Dachia,12.74893,10.78257,299
Yobe,Jakusko,Amshi,12.69617,10.83343,377
Yobe,Karasuwa,Bursari,12.894638,10.90948,35
Yobe,Karasuwa,Bukarti,12.8942,10.90901,98
Yobe,Karasuwa,Kasuwa,12.89393,10.90833,182
Yobe,Karasuwa,Angwa Sarki,12.89091,10.70115,33
Yobe,Karasuwa,Kasuwa,12.8849,10.69912,20
Yobe,Karasuwa,Usmanti,12.88888,10.70076,25
Yobe,Karasuwa,Gasma,12.874724,10.874724,136
Yobe,Karasuwa,Zango Gasma,12.87806,10.99329,76
Yobe,Karasuwa,Anguwan Kudu,12.89543,10.80759,195
Yobe,Karasuwa,Angwa Bakale,12.89681,10.80821,175
Yobe,Karasuwa,Bulamari,12.89993,10.80835,130
Yobe,Karasuwa,Jajimaji,12.89911,10.8052,272
Yobe,Karasuwa,Lawanti,12.8997,10.80744,208
Yobe,Karasuwa,Bakin Tasha,12.913556,10.59632,190
Yobe,Karasuwa,Dogon Daji,12.91341,10.57134,94
Yobe,Karasuwa,Kawo,12.9145,10.59758,160
Yobe,Karasuwa,Bakin Titi,12.824629,10.527727,159
Yobe,Karasuwa,Lawanti,12.82473,10.53036,35
Yobe,Karasuwa,Wachakal,12.822343,10.529041,100
Yobe,Machina,Tsangaya,12.91757,9.90204,90
Yobe,Machina,K/Fada,12.91715,9.90284,63
Yobe,Machina,K/Fada,12.89949,9.76514,103
Yobe,Machina,U/Kanji,12.89927,9.76328,133
Yobe,Machina,Tsangaya,12.89872,9.76763,97
Yobe,Machina,K/Fada,13.06575,9.93258,144
Yobe,Machina,B/Kasuwa,13.06721,9.93241,185
Yobe,Machina,K/Fada,13.0496,10.16309,94
Yobe,Machina,Tsangaya,13.04856,10.1641,144
Yobe,Machina,K/Lawan,13.04805,10.16592,175
Yobe,Machina,Hausari,13.13623,10.04696,148
Yobe,Machina,Talbari,13.14033,10.04969,108
Yobe,Machina,Gabarawa,13.13451,10.04786,142
Yobe,Machina,Machina Kwari,13.13844,10.04749,55
Yobe,Machina,K/Fada,13.00766,9.99795,69
Yobe,Machina,B/Kasuwa,13.00738,9.99616,62
Yobe,Machina,Tsangaya,12.84255,9.81835,72
Yobe,Machina,K/Lawan,12.84356,9.81935,88
Yobe,Nangere,Bakin Tasha,11.97617,10.95227,273
Yobe,Nangere,Bakin Tike,11.98031,10.95109,265
Yobe,Nangere,Degubi Primary,11.643557,10.98872,149
Yobe,Nangere,Tashan Gire,11.643747,10.987022,148
Yobe,Nangere,Dagare,11.600097,11.018733,202
Yobe,Nangere,Dawa,11.59889,11.01931,136
Yobe,Nangere,Anguwan Lamido,11.863707,11.073567,228
Yobe,Nangere,Anguwan Sarki,11.846225,11.073637,251
Yobe,Nangere,Kanda,11.80429,11.0759,127
Yobe,Nangere,Bakin Kasuwa,11.80572,10.992193,142
Yobe,Nangere,Yamma,11.80482,10.995156,148
Yobe,Nguru,Mamman Shayi,12.89642,10.45563,218
Yobe,Nguru,Yan Chiyawa,12.87178,10.46401,401
Yobe,Nguru,Filin Gyada,12.87093,10.45711,23
Yobe,Nguru,Yan Dara,12.87196,10.45841,189
Yobe,Nguru,Lawanti,13.02957,10.41974,57
Yobe,Nguru,Bakin Kasuwa,13.03007,10.41719,33
Yobe,Nguru,Kofan Lawani,12.86124,10.5559,24
Yobe,Nguru,Mainar Mahaukaci,12.87986,10.43359,385
Yobe,Nguru,Ramin Birki,12.88442,10.43202,504
Yobe,Nguru,Quarters,12.88866,10.43245,388
Yobe,Nguru,Anguwan Dagaci,12.87347,10.41962,252
Yobe,Nguru,Anguwan Liba,12.87312,10.42222,122
Yobe,Nguru,Anguwan Gabas,12.86043,10.4328,145
Yobe,Nguru,Bakin Jinga,12.85773,10.42555,50
Yobe,Nguru,Gidan Kuka,12.85927,10.43138,110
Yobe,Nguru,Fmc,12.88551,10.44024,555
Yobe,Nguru,Government College,12.86617,10.42319,284
Yobe,Nguru,Gidan Ganye,12.87932,10.44277,193
Yobe,Nguru,Hausari,12.87847,10.44826,199
Yobe,Nguru,Shukura,12.87509,10.45394,101
Yobe,Nguru,Sarkin Hausawa,12.87709,10.45132,195
Yobe,Nguru,Gangamari,12.8789,10.45839,143
Yobe,Nguru,Kadawa Meter,12.87896,10.46062,155
Yobe,Nguru,Meri,12.87741,10.45749,158
Yobe,Nguru,Kukada Tsamiya,12.87898,10.45977,141
Yobe,Nguru,Goni Karamsami,12.8795,10.45664,144
Yobe,Nguru,Burtori,12.88387,10.34446,44
Yobe,Nguru,Majema,12.88724,10.45319,212
Yobe,Nguru,Kantudu,12.88561,10.4631,165
Yobe,Nguru,Kulo Gande,12.88243,10.45424,343
Yobe,Nguru,Filin Idi,12.8861,10.4617,485
Yobe,Potiskum,Lai Lai,11.72211,11.04815,148
Yobe,Potiskum,Unguwar Jaji,11.69655,11.05216,253
Yobe,Potiskum,Mazaga,11.69408,11.05067,283
Yobe,Potiskum,G.R.A,11.71914,11.04985,155
