id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
247473,NIG-2017-3-2332-147,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Agence France Presse,2017-11-21,Suicide bomber kills at least 50 in Nigeria"";""All Africa,2017-11-24,Death Toll Climbs to 56 in Mubi Suicide Attack"";""All Africa,2017-11-21,Nema Confirms 21 Dead in Mubi Mosque Suicide Attack""",Agence France Presse;All Africa;All Africa,2017-11-21;2017-11-24;2017-11-21,Suicide bomber kills at least 50 in Nigeria;Death Toll Climbs to 56 in Mubi Suicide Attack;Nema Confirms 21 Dead in Mubi Mosque Suicide Attack,"Adamawa state police spokesman Othman Abubakar; NEMA; The principal medical officer, Mubi General Hospital, Dr. Era Mikailu",1,Mubi town,Mubi (Unguwar Shuwa area),Adamawa state,Mubi North lga,10.26761,13.26436,POINT (13.26436 10.26761),144387,Nigeria,NGA,475,Africa,1,1,2017-11-21 00:00:00.000,2017-11-21 00:00:00.000,0,0,56,0,56,56,56,,
247556,NIG-2017-3-2332-149,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2017-11-30,Two dead in Boko Haram raid in NE Nigeria""",Agence France Presse,2017-11-30,Two dead in Boko Haram raid in NE Nigeria,"Maina Ularamu, a former head of the Madagali local government area",2,Gulak village,"Wanu village, some three kilometres (just under two miles) from the town of Gulak",Adamawa state,Madagali lga,10.79942,13.4622,POINT (13.4622 10.79942),145107,Nigeria,NGA,475,Africa,1,1,2017-11-29 00:00:00.000,2017-11-29 00:00:00.000,0,0,2,0,2,5,2,,
249491,NIG-2017-3-2332-157,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Reuters News,2017-12-01,School machete attack in militant-plagued northeast Nigeria renews classroom fears""",Reuters News,2017-12-01,School machete attack in militant-plagued northeast Nigeria renews classroom fears,the UN,1,Kwaya Kusar town,"Kwaya Kusar, in Borno state",Borno state,Kwaya Kusar lga,10.50296,11.84331,POINT (11.84331 10.50296),145104,Nigeria,NGA,475,Africa,1,1,2017-11-30 00:00:00.000,2017-11-30 00:00:00.000,0,0,2,0,2,2,2,,
247576,NIG-2017-3-2332-150,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,2,"""Reuters News,2017-12-02,Suspected Boko Haram suicide bombers kill at least 13 in Nigeria: officials"";""Agence France Presse,2017-12-02,Twin suicide bombings kill at least 13 in Nigeria""",Reuters News;Agence France Presse,2017-12-02;2017-12-02,Suspected Boko Haram suicide bombers kill at least 13 in Nigeria: officials;Twin suicide bombings kill at least 13 in Nigeria,"Victor Isuku, police spokesman for Borno state; a spokesman for a local civilian militia, Ibrahim Saidu Maniya",1,Biu town,Biu town,Borno state,Biu lga,10.61285,12.19458,POINT (12.19458 10.61285),145105,Nigeria,NGA,475,Africa,1,1,2017-12-02 00:00:00.000,2017-12-02 00:00:00.000,0,0,13,0,13,18,13,,
249547,NIG-2017-3-2332-171,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,2,"""Agence France Presse,2017-12-12,Four dead in blast in NE Nigeria: MSF"";""All Africa,2017-12-13,Suspected Boko Haram Bomber Kills Self, Three IDPs in Borno""",Agence France Presse;All Africa,2017-12-12;2017-12-13,"Four dead in blast in NE Nigeria: MSF;Suspected Boko Haram Bomber Kills Self, Three IDPs in Borno","Doctors Without Borders, A Nigerian military source; The secretary of Borno State Hunters' Association (BOHA), Bunu Bukar, An aid worker, Bukar Amin",1,Pulka town,Pulka town,Borno state,Gwoza lga,11.226071,13.783778,POINT (13.783778 11.226071),145828,Nigeria,NGA,475,Africa,1,1,2017-12-11 00:00:00.000,2017-12-11 00:00:00.000,0,0,4,0,4,5,4,,
254128,NIG-2017-3-2332-186,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Vox Peccavi,2018-03-01,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2018-03-01,"Situation North East (Adamawa, Borno and Yobe States)",,1,Kamale village,"KAMALE Village, MICHIKA LGA, ADAMAWA State",Adamawa state,Michika lga,10.62974,13.53969,POINT (13.53969 10.62974),145108,Nigeria,NGA,475,Africa,1,1,2017-12-24 00:00:00.000,2017-12-24 00:00:00.000,0,0,4,0,4,4,4,,
249599,NIG-2017-3-2332-159,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Reuters News,2017-12-26,Four killed in suspected Boko Haram Nigeria attack on Monday: sources""",Reuters News,2017-12-26,Four killed in suspected Boko Haram Nigeria attack on Monday: sources,a resident and two officials,2,Molai village,Molai area,Borno state,Jere lga,11.755521,13.106469,POINT (13.106469 11.755521),146547,Nigeria,NGA,475,Africa,1,1,2017-12-25 00:00:00.000,2017-12-25 00:00:00.000,0,0,4,0,4,4,4,,
249608,NIG-2017-3-2332-160,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Agence France Presse,2017-12-28,Suicide bomber kills six in Nigerian market"";""All Africa,2017-12-29,Four Killed, 13 Wounded in Borno Suicide Bomb Attack
CR 	The Guardian"";""All Africa,2017-12-29,8 Killed, 14 Injured in Bomb Attacks On Borno Village""",Agence France Presse;All Africa;All Africa,2017-12-28;2017-12-29;2017-12-29,"Suicide bomber kills six in Nigerian market;Four Killed, 13 Wounded in Borno Suicide Bomb Attack
CR 	The Guardian;8 Killed, 14 Injured in Bomb Attacks On Borno Village","Security source; resident, hospital source",1,Amarwa village,"Amarwa village, about 20 kilometres (12 miles) from Maiduguri",Borno state,Konduga lga,11.727024,13.299206,POINT (13.299206 11.727024),146547,Nigeria,NGA,475,Africa,1,1,2017-12-28 00:00:00.000,2017-12-28 00:00:00.000,0,0,5,0,5,5,5,,
249659,NIG-2017-3-2332-161,2017,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Agence France Presse,2017-12-30,Boko Haram kills four loggers in NE Nigeria"";""All Africa,2017-12-31,Scores Killed in Boko Haram Attacks in Borno, Yobe"";""Agence France Presse,2017-12-31,Toll in Boko Haram attack on loggers rises to 25""",Agence France Presse;All Africa;Agence France Presse,2017-12-30;2017-12-31;2017-12-31,"Boko Haram kills four loggers in NE Nigeria;Scores Killed in Boko Haram Attacks in Borno, Yobe;Toll in Boko Haram attack on loggers rises to 25",witness; fellow loggers,2,Maiduguri town,"Maiwa village, 20 kilometres (12 miles) from Maiduguri",Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2017-12-30 00:00:00.000,2017-12-30 00:00:00.000,0,0,25,0,25,40,25,,
249703,NIG-2018-3-2332-0,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,2,"""Reuters News,2018-01-03,Suicide bomber kills 11 people in mosque attack in northeast Nigeria"";""Agence France Presse,2018-01-03,Suicide blast kills 14 in Nigeria mosque""",Reuters News;Agence France Presse,2018-01-03;2018-01-03,Suicide bomber kills 11 people in mosque attack in northeast Nigeria;Suicide blast kills 14 in Nigeria mosque,"Umar Kachalla, a civilian militiaman; Ali Mustapha, an aid worker",1,Gamboru-Ngala town,Gamboru town,Borno state,Ngala lga,12.337716,14.180516,POINT (14.180516 12.337716),147269,Nigeria,NGA,475,Africa,1,1,2018-01-03 00:00:00.000,2018-01-03 00:00:00.000,0,0,11,0,11,14,11,,
253844,NIG-2018-3-2332-3,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-01-12,Boko Haram kills 20 loggers in NE Nigeria: militia, residents""",Agence France Presse,2018-01-12,"Boko Haram kills 20 loggers in NE Nigeria: militia, residents","civilian militia leader Ibrahim Liman, resident",2,Maiduguri town,"Kaje village, near the Borno state capital, Maiduguri",Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2018-01-08 00:00:00.000,2018-01-08 00:00:00.000,0,0,20,0,20,20,20,,
254170,NIG-2018-3-2332-16,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""The Punch,2018-01-13,Boko Haram kills displaced father of six on farm""",The Punch,2018-01-13,Boko Haram kills displaced father of six on farm,,2,Dalori village,Dalori camp (1 km from),Borno state,Jere lga,11.76002,13.26606,POINT (13.26606 11.76002),146547,Nigeria,NGA,475,Africa,1,2,2018-01-10 00:00:00.000,2018-01-12 00:00:00.000,0,0,1,0,1,1,1,,
253893,NIG-2018-3-2332-5,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-01-16,Boko Haram kills nine in NE Nigeria""",Agence France Presse,2018-01-16,Boko Haram kills nine in NE Nigeria,Local residents,2,Gamboru-Ngala town,"Jinene village, near the border town of Ngala",Borno state,Ngala lga,12.337716,14.180516,POINT (14.180516 12.337716),147269,Nigeria,NGA,475,Africa,1,1,2018-01-15 00:00:00.000,2018-01-15 00:00:00.000,0,0,6,0,6,6,6,,
253888,NIG-2018-3-2332-4,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""All Africa,2018-01-16,Many Feared Dead, Kidnapped in Adamawa As Boko Haram Strikes Again""",All Africa,2018-01-16,"Many Feared Dead, Kidnapped in Adamawa As Boko Haram Strikes Again",local officials and residents,1,Palam village,"Pallam, Madagali LGA",Adamawa state,Madagali lga,10.69129,13.49455,POINT (13.49455 10.69129),145107,Nigeria,NGA,475,Africa,1,2,2018-01-15 00:00:00.000,2018-01-16 00:00:00.000,0,0,3,0,3,3,3,,
253894,NIG-2018-3-2332-6,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Reuters News,2018-01-17,Suspected Boko Haram suicide bombers kill 12, injure 48""",Reuters News,2018-01-17,"Suspected Boko Haram suicide bombers kill 12, injure 48",officials from the State Emergency Management Agency (SEMA),1,Muna garage,Muna Garage,Borno state,Jere lga,11.870457,13.250751,POINT (13.250751 11.870457),146547,Nigeria,NGA,475,Africa,1,1,2018-01-17 00:00:00.000,2018-01-17 00:00:00.000,0,0,12,0,12,12,12,,
253906,NIG-2018-3-2332-7,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-01-19,Boko Haram kills five in NE Nigeria village""",Agence France Presse,2018-01-19,Boko Haram kills five in NE Nigeria village,Residents,3,Madagali lga,Kaya village,Adamawa state,Madagali lga,10.85219,13.54889,POINT (13.54889 10.85219),145108,Nigeria,NGA,475,Africa,1,1,2018-01-18 00:00:00.000,2018-01-18 00:00:00.000,0,0,5,0,5,5,5,,
253920,NIG-2018-3-2332-8,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-01-27,Boko Haram, farmer-herder violence in Nigeria leaves 6 dead""",Agence France Presse,2018-01-27,"Boko Haram, farmer-herder violence in Nigeria leaves 6 dead",police and a community leader,3,Madagali lga,"Hyambula village in northeast Adamawa state,",Adamawa state,Madagali lga,10.85219,13.54889,POINT (13.54889 10.85219),145108,Nigeria,NGA,475,Africa,1,1,2018-01-26 00:00:00.000,2018-01-26 00:00:00.000,0,0,3,0,3,3,3,,
253964,NIG-2018-3-2332-10,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-02-01,Boko Haram kills five loggers in NE Nigeria""",Agence France Presse,2018-02-01,Boko Haram kills five loggers in NE Nigeria,"Ibrahim Liman, from the Civilian Joint Task Force (CJTF)",1,Ajiri village,"Ajeri village, near the town of Dikwa",Borno state,Dikwa lga,12.02567,13.96702,POINT (13.96702 12.02567),147268,Nigeria,NGA,475,Africa,1,1,2018-01-30 00:00:00.000,2018-01-30 00:00:00.000,0,0,0,0,0,5,0,,
253961,NIG-2018-3-2332-9,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Agence France Presse,2018-01-31,Suicide bomber kills four in northeast Nigeria"";""All Africa,2018-02-01,Many Feared Killed As Suicide Bombers Hit Borno Displaced Camp"";""All Africa,2018-02-01,Female Suicide Bombers Attack Borno IDPs Camp, Five Dead - Sema  
CR  Vanguard""",Agence France Presse;All Africa;All Africa,2018-01-31;2018-02-01;2018-02-01,"Suicide bomber kills four in northeast Nigeria;Many Feared Killed As Suicide Bombers Hit Borno Displaced Camp;Female Suicide Bombers Attack Borno IDPs Camp, Five Dead - Sema  
CR  Vanguard","Garba Idris Garga, head of Nigeria's emergency management agency (NEMA); SEMA's Chairman, Satomi Ahmad",1,Dalori village,"Dalori

Maiduguri (outskirts of)",Borno state,Jere lga,11.76002,13.26606,POINT (13.26606 11.76002),146547,Nigeria,NGA,475,Africa,1,1,2018-01-31 00:00:00.000,2018-01-31 00:00:00.000,0,0,5,0,5,5,5,,
253998,NIG-2018-3-2332-12,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-02-05,Boko Haram kills two as military says group 'defeated'""",Agence France Presse,2018-02-05,Boko Haram kills two as military says group 'defeated',"Bulama Bukar, who lives in Alau-Kofa, security source",2,Maiduguri town,"Alau-Kofa village, 12 km from Maiduguri",Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2018-01-31 00:00:00.000,2018-01-31 00:00:00.000,0,0,3,0,3,3,3,,
254172,NIG-2018-3-2332-17,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Nigeria Watch,2018-01-31,Boko Haram Suicide Bomber, Borno""",Nigeria Watch,2018-01-31,"Boko Haram Suicide Bomber, Borno",,3,Konduga lga,Konduga LGA,Borno state,Konduga lga,11.58605,13.00278,POINT (13.00278 11.58605),146547,Nigeria,NGA,475,Africa,1,1,2018-01-31 00:00:00.000,2018-01-31 00:00:00.000,0,0,6,0,6,6,6,,
253993,NIG-2018-3-2332-11,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-02-05,Boko Haram kills two as military says group 'defeated'""",Agence France Presse,2018-02-05,Boko Haram kills two as military says group 'defeated',a local resident and a security source,2,Maiduguri town,Alau-Kofa village (12 km from Maiduguri),Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2018-02-04 00:00:00.000,2018-02-04 00:00:00.000,0,0,2,0,2,2,2,,
254066,NIG-2018-3-2332-14,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Reuters News,2018-02-17,Three suicide bombers kill 18 in Nigeria's Maiduguri: police"";""Agence France Presse,2018-02-17,Suicide blasts kill 19 in northeast Nigeria: civilian militia"";""All Africa,2018-02-17,22 Killed, 28 Wounded In Multiple Bomb Blast In Borno  
CR  Leadership""",Reuters News;Agence France Presse;All Africa,2018-02-17;2018-02-17;2018-02-17,"Three suicide bombers kill 18 in Nigeria's Maiduguri: police;Suicide blasts kill 19 in northeast Nigeria: civilian militia;22 Killed, 28 Wounded In Multiple Bomb Blast In Borno  
CR  Leadership","Damian Chukwu, police commissioner for Borno state; Babakura Kolo, from the Civilian Joint Task Force; witnesses",2,Konduga town,Kasuwar Kifi in the outskirts of Konduga town,Borno state,Konduga lga,11.65583,13.42133,POINT (13.42133 11.65583),146547,Nigeria,NGA,475,Africa,1,1,2018-02-16 00:00:00.000,2018-02-16 00:00:00.000,0,0,18,0,18,22,18,,
254979,NIG-2018-3-2332-21,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Agence France Presse,2018-03-07,Boko Haram kills 10 in Nigerian attacks: militia""",Agence France Presse,2018-03-07,Boko Haram kills 10 in Nigerian attacks: militia,"Umar Kachalla, a militia leader",1,Gamboru-Ngala town,Gamboru on the border with Cameroon,Borno state,Ngala lga,12.337716,14.180516,POINT (14.180516 12.337716),147269,Nigeria,NGA,475,Africa,1,1,2018-03-06 00:00:00.000,2018-03-06 00:00:00.000,0,0,3,0,3,3,3,,
255076,NIG-2018-3-2332-26,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Nigeria Watch,2018-03-18,Boko Haram Attack, Borno""",Nigeria Watch,2018-03-18,"Boko Haram Attack, Borno",,2,Dalori village,Dalori (around),Borno state,Jere lga,11.76002,13.26606,POINT (13.26606 11.76002),146547,Nigeria,NGA,475,Africa,1,1,2018-03-18 00:00:00.000,2018-03-18 00:00:00.000,0,0,3,0,3,3,3,,
255058,NIG-2018-3-2332-23,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Agence France Presse,2018-03-31,Four teen girl suicide bombers launch deadly attack in Nigeria"";""Agence France Presse,2018-04-02,20 killed in Boko Haram attack on Nigerian army base, villages"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4""",Agence France Presse;Agence France Presse;Africa Research Bulletin,2018-03-31;2018-04-02;2018-06-04,"Four teen girl suicide bombers launch deadly attack in Nigeria;20 killed in Boko Haram attack on Nigerian army base, villages;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4","Zawuya resident Musa Haruna Isa, police; Africa Research Bulletin",2,Muna garage,"Zawuya village, near Muna Garage",Borno state,Jere lga,11.870457,13.250751,POINT (13.250751 11.870457),146547,Nigeria,NGA,475,Africa,1,1,2018-03-30 00:00:00.000,2018-03-30 00:00:00.000,0,0,2,0,2,2,1,,
270590,NIG-2018-3-2332-100,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,9,"""Agence France Presse,2018-04-02,18 killed in Boko Haram attack in Nigeria: emergency services"";""Agence France Presse,2018-04-02,18 killed in Boko Haram attack on Nigerian army base, villages"";""Agence France Presse,2018-04-02,18 killed in Boko Haram attack on Nigerian army base, villages"";""Agence France Presse,2018-04-02,20 killed in Boko Haram attack on Nigerian army base, villages"";""All Africa,2018-04-03,29 Killed, 83 Injured in Fresh Suicide Bomb Attacks"";""All Africa,2018-04-04,Army Raises Probe Panel On Boko Haram Carnage in Borno"";""All Africa,2018-04-05,Soft Targets Vulnerable in Renewed Boko Haram Terror"";""Crisis Watch,2018-04-30,Nigeria  APRIL 2018"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4""",Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;All Africa;All Africa;All Africa;Crisis Watch;Africa Research Bulletin,2018-04-02;2018-04-02;2018-04-02;2018-04-02;2018-04-03;2018-04-04;2018-04-05;2018-04-30;2018-06-04,"18 killed in Boko Haram attack in Nigeria: emergency services;18 killed in Boko Haram attack on Nigerian army base, villages;18 killed in Boko Haram attack on Nigerian army base, villages;20 killed in Boko Haram attack on Nigerian army base, villages;29 Killed, 83 Injured in Fresh Suicide Bomb Attacks;Army Raises Probe Panel On Boko Haram Carnage in Borno;Soft Targets Vulnerable in Renewed Boko Haram Terror;Nigeria  APRIL 2018;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4","Benlo Dambatto, an official from the State Emergency Management Agency (SEMA); a senior military officer;  army statement; the Borno State Police Commissioner, Damian Chukwu;",2,Maiduguri town,"Bale-Kura, Bale-Shuwa and Alkaranti, outskirts of Maiduguri Jere LGA",Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2018-04-01 00:00:00.000,2018-04-01 00:00:00.000,0,0,20,0,20,34,20,,
255954,NIG-2018-3-2332-37,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""Nigeria Watch,2018-04-08,Boko Haram , Borno""",Nigeria Watch,2018-04-08,"Boko Haram , Borno",Nigeria Watch,1,Bama town,"Bama Mosque, Bama, Borno",Borno state,Bama lga,11.5221,13.68558,POINT (13.68558 11.5221),146548,Nigeria,NGA,475,Africa,1,1,2018-04-08 00:00:00.000,2018-04-08 00:00:00.000,0,0,4,0,4,4,4,,
255787,NIG-2018-3-2332-27,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,4,"""Agence France Presse,2018-04-22,Two suicide bombers kill three in north Nigeria mosque"";""Agence France Presse,2018-04-22,Two suicide bombers kill four in north Nigeria mosque"";""All Africa,2018-04-22,7 Dead, Dozen Injured in Bama Mosque Blast"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4""",Agence France Presse;Agence France Presse;All Africa;Africa Research Bulletin,2018-04-22;2018-04-22;2018-04-22;2018-06-04,"Two suicide bombers kill three in north Nigeria mosque;Two suicide bombers kill four in north Nigeria mosque;7 Dead, Dozen Injured in Bama Mosque Blast;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4","Baba Shehu Gulumba, Bama local government chairman; military officer; Africa Reseach Bulletin",1,Bama town,a mosque in Bama town of Borno State,Borno state,Bama lga,11.5221,13.68558,POINT (13.68558 11.5221),146548,Nigeria,NGA,475,Africa,1,1,2018-04-21 00:00:00.000,2018-04-21 00:00:00.000,0,0,5,0,5,7,5,,
255812,NIG-2018-3-2332-67,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,3,"""Agence France Presse,2018-04-23,21 dead in NE Nigeria Boko Haram attacks"";""Crisis Watch,2018-04-30,Nigeria  APRIL 2018"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4""",Agence France Presse;Crisis Watch;Africa Research Bulletin,2018-04-23;2018-04-30;2018-06-04,"21 dead in NE Nigeria Boko Haram attacks;Nigeria  APRIL 2018;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4",a member of a local anti-militant militia; Crisis Watch; Africa Research Bulletin,2,Gamboru-Ngala town,Gamboru (near),Borno state,Ngala lga,12.337716,14.180516,POINT (14.180516 12.337716),147269,Nigeria,NGA,475,Africa,1,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,0,0,18,0,18,18,18,,
255805,NIG-2018-3-2332-28,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,1,"""All Africa,2018-04-23,Two Female Suicide Bombers Attack Mosque in Borno""",All Africa,2018-04-23,Two Female Suicide Bombers Attack Mosque in Borno,the spokesman of police in Borno State,1,Bama town,"a mosque in the Ajilari area in Bama town, Bono State",Borno state,Bama lga,11.5221,13.68558,POINT (13.68558 11.5221),146548,Nigeria,NGA,475,Africa,1,1,2018-04-22 00:00:00.000,2018-04-22 00:00:00.000,0,0,2,0,2,2,2,,
255846,NIG-2018-3-2332-31.1,2018,True,Clear,3,1051,1850,JAS - Civilians,1051,2332,JAS - Civilians,1051,1051,JAS,9999,1,Civilians,6,"""Agence France Presse,2018-04-27,Boko Haram attack in NE Nigeria kills four: authorities"";""All Africa,2018-04-27,Four Killed, Many Injured in Boko Haram Attack in Maiduguri"";""Crisis Watch,2018-04-30,Nigeria  APRIL 2018"";""Nigeria Watch,2018-04-26,Boko Haram Attack, Borno"";""All Africa,2018-05-04,No Life Lost in Boko Haram Attack Near Maiduguri - Police"";""Africa Research Bulletin,2018-06-04,Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4""",Agence France Presse;All Africa;Crisis Watch;Nigeria Watch;All Africa;Africa Research Bulletin,2018-04-27;2018-04-27;2018-04-30;2018-04-26;2018-05-04;2018-06-04,"Boko Haram attack in NE Nigeria kills four: authorities;Four Killed, Many Injured in Boko Haram Attack in Maiduguri;Nigeria  APRIL 2018;Boko Haram Attack, Borno;No Life Lost in Boko Haram Attack Near Maiduguri - Police;Africa Research Bulletin 1-30 April 2018, Vol 55 issue 4",National Emergency Management Agency; Borno state police; Crisis Watch; Nigeria Watch; Africa Research Bulletin,2,Maiduguri town,"on the outskirts of Maiduguri, attacking an IDP camp in Judumri area, not far away from the Federal High Court complex, Jiddari area",Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2018-04-26 00:00:00.000,2018-04-26 00:00:00.000,0,0,1,0,1,1,1,,
