id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
237562,NIG-2017-1-640-160,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-03-19,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-03-19,"Situation North East (Adamawa, Borno and Yobe States)",,3,Dikwa lga,"CINGAL, MURYE, MALA MAJA Village",Borno state,Dikwa lga,11.90069,14.02693,POINT (14.02693 11.90069),146549,Nigeria,NGA,475,Africa,1,1,2017-03-11 00:00:00.000,2017-03-11 00:00:00.000,0,1,0,0,1,1,1,475.0,
237374,NIG-2017-1-640-16,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,2,"""Agence France Presse,2017-03-17,Boko Haram's Shekau reappears, criticises Cameroon 'lies'"";""All Africa,2017-03-12,Nigerian Troops Kill Two Female Suicide Bombers, Rescue 211 Boko Haram Captives""",Agence France Presse;All Africa,2017-03-17;2017-03-12,"Boko Haram's Shekau reappears, criticises Cameroon 'lies';Nigerian Troops Kill Two Female Suicide Bombers, Rescue 211 Boko Haram Captives",top military official,2,Maiduguri town,Umarari in Molai General area about 9km to Maiduguri township,Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2017-03-11 00:00:00.000,2017-03-11 00:00:00.000,0,2,0,0,2,2,2,475.0,
237567,NIG-2017-1-640-35,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-03-25,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-03-25,"Situation North East (Adamawa, Borno and Yobe States)",,1,Kumshe town,"KUMSHE, BAMA LGA",Borno state,Bama lga,11.3548,14.21296,POINT (14.21296 11.3548),145829,Nigeria,NGA,475,Africa,1,1,2017-03-13 00:00:00.000,2017-03-13 00:00:00.000,1,0,0,0,1,1,1,475.0,
237379,NIG-2017-1-640-17.1,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Saduguma village,Saduguma,Borno state,Kala/Balge lga,12.2,14.48333,POINT (14.48333 12.2),147269,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237381,NIG-2017-1-640-17.2,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Artano village,"Artano, Kala/Balge LGA",Borno state,Kala/Balge lga,12.2,14.5,POINT (14.5 12.2),147270,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237382,NIG-2017-1-640-17.3,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Kala Balge town,"Kala, Kala/Balge LGA",Borno state,Kala/Balge lga,12.07872,14.45192,POINT (14.45192 12.07872),147269,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237383,NIG-2017-1-640-17.4,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Bok village,"Bok, Kala/Balge LGA",Borno state,Kala/Balge lga,12.044386,14.452477,POINT (14.452477 12.044386),147269,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237384,NIG-2017-1-640-17.5,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Magan village,"Magan, Kala/Balge LGA",Borno state,Kala/Balge lga,11.99572,14.44617,POINT (14.44617 11.99572),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237385,NIG-2017-1-640-17.6,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",3,Kala/Balge lga,"Bordo, Kala/Balge LGA",Borno state,Kala/Balge lga,12.04639,14.48093,POINT (14.48093 12.04639),147269,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237386,NIG-2017-1-640-17.7,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Misherde village,"Misherde, Kala/Balge LGA",Borno state,Kala/Balge lga,11.99351,14.45069,POINT (14.45069 11.99351),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237387,NIG-2017-1-640-17.8,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Ahisari village,"Ahisari, Kala/Balge LGA",Borno state,Kala/Balge lga,11.9851,14.45458,POINT (14.45458 11.9851),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237388,NIG-2017-1-640-17.9,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Gilgil village,"Gilgil, Kala/Balge LGA",Borno state,Kala/Balge lga,11.96713,14.46198,POINT (14.46198 11.96713),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237389,NIG-2017-1-640-17.10,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Mika village,"Mika, Kala/Balge LGA",Borno state,Kala/Balge lga,11.9465,14.44154,POINT (14.44154 11.9465),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237390,NIG-2017-1-640-17.11,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Kutilax village,"Kutila, Kala/Balge LGA",Borno state,Kala/Balge lga,11.83214,14.49197,POINT (14.49197 11.83214),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237391,NIG-2017-1-640-17.12,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Shirawa village,"Shirawa, Kala/Balge LGA",Borno state,Kala/Balge lga,11.81509,14.43586,POINT (14.43586 11.81509),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,3,0,0,3,3,3,475.0,
237392,NIG-2017-1-640-17.13,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Duwe village,"Duve, Kala/Balge LGA",Borno state,Kala/Balge lga,12.16667,14.48333,POINT (14.48333 12.16667),147269,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,2,0,0,2,2,2,475.0,
237393,NIG-2017-1-640-17.14,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""All Africa,2017-03-14,Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists""",All Africa,2017-03-14,"Boko Haram - Troops Rescue 455 Captives, Kill Scores of Terrorists","Brigadier General Sani Usman, Director of Army Public Relations",1,Hiwa village,"Hiwa, Kala/Balge LGA",Borno state,Kala/Balge lga,11.89634,14.46772,POINT (14.46772 11.89634),146549,Nigeria,NGA,475,Africa,1,1,2017-03-14 00:00:00.000,2017-03-14 00:00:00.000,0,2,0,0,2,2,2,475.0,
237410,NIG-2017-1-640-37,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,4,"""Vox Peccavi,2017-03-25,Situation North East (Adamawa, Borno and Yobe States)"";""All Africa,2017-03-16,Scores Feared Dead As Troops Repel Boko Haram Terrorists in Maiduguri"";""Reuters News,2017-03-15,Suspected Boko Haram militants attack northeast Nigeria town: witnesses"";""Northeast Star,2017-07-07,PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17""",Vox Peccavi;All Africa;Reuters News;Northeast Star,2017-03-25;2017-03-16;2017-03-15;2017-07-07,"Situation North East (Adamawa, Borno and Yobe States);Scores Feared Dead As Troops Repel Boko Haram Terrorists in Maiduguri;Suspected Boko Haram militants attack northeast Nigeria town: witnesses;PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17",Residents;  MAJOR GENERAL IBRAHIM ATTAHIRU,1,Magumeri town,Magumeri,Borno state,Magumeri lga,12.1131,12.8274,POINT (12.8274 12.1131),147266,Nigeria,NGA,475,Africa,1,1,2017-03-15 00:00:00.000,2017-03-15 00:00:00.000,5,0,0,0,5,5,5,475.0,
237568,NIG-2017-1-640-36,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-03-25,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-03-25,"Situation North East (Adamawa, Borno and Yobe States)",,2,Ngurosoye village,BORNO State College of Business Studies on BAMA-NGURUSOYE Road,Borno state,Bama lga,11.46991,13.75786,POINT (13.75786 11.46991),145828,Nigeria,NGA,475,Africa,1,1,2017-03-15 00:00:00.000,2017-03-15 00:00:00.000,0,4,0,0,4,4,4,475.0,
237589,NIG-2017-1-640-38,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-03-25,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-03-25,"Situation North East (Adamawa, Borno and Yobe States)",,4,Borno state,"DOHO, MINA MAIDENI, DONARI, SALARI and LAWARI",Borno state,,11.5,13.0,POINT (13 11.5),146547,Nigeria,NGA,475,Africa,1,1,2017-03-15 00:00:00.000,2017-03-15 00:00:00.000,5,3,0,0,8,8,8,475.0,
237573,NIG-2017-1-640-196,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,2,"""Vox Peccavi,2017-03-25,Situation North East (Adamawa, Borno and Yobe States)"";""Northeast Star,2017-07-07,PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17""",Vox Peccavi;Northeast Star,2017-03-25;2017-07-07,"Situation North East (Adamawa, Borno and Yobe States);PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17",,3,Mafa lga,"GUJARI (near), MAFA LGA

Bushari, Mafa",Borno state,Mafa lga,11.925833,13.605556,POINT (13.605556 11.925833),146548,Nigeria,NGA,475,Africa,1,1,2017-03-16 00:00:00.000,2017-03-16 00:00:00.000,0,2,0,0,2,2,2,475.0,
237607,NIG-2017-1-640-179,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,2,"""Vox Peccavi,2017-03-25,Situation North East (Adamawa, Borno and Yobe States)"";""Northeast Star,2017-07-07,PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17""",Vox Peccavi;Northeast Star,2017-03-25;2017-07-07,"Situation North East (Adamawa, Borno and Yobe States);PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17",,2,Gombole village,"GOMBOLE (near), KONDUGA LGA",Borno state,Konduga lga,11.47342,13.37837,POINT (13.37837 11.47342),145827,Nigeria,NGA,475,Africa,1,1,2017-03-23 00:00:00.000,2017-03-23 00:00:00.000,0,3,0,0,3,3,3,475.0,
237610,NIG-2017-1-640-162,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-06,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-06,"Situation North East (Adamawa, Borno and Yobe States)",,5,Dikwa-Maiduguri road,DIKWA-MAIDUGURI Road,Borno state,,11.910244,13.578966,POINT (13.578966 11.910244),146548,Nigeria,NGA,475,Africa,1,1,2017-03-26 00:00:00.000,2017-03-26 00:00:00.000,2,0,0,0,2,2,2,475.0,
237611,NIG-2017-1-640-161,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-06,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-06,"Situation North East (Adamawa, Borno and Yobe States)",,3,Dikwa lga,"BOSKORO (near), DIKWA LGA",Borno state,Dikwa lga,11.90069,14.02693,POINT (14.02693 11.90069),146549,Nigeria,NGA,475,Africa,1,1,2017-03-29 00:00:00.000,2017-03-29 00:00:00.000,0,1,0,0,1,1,1,475.0,
252055,NIG-2017-1-640-178,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Northeast Star,2017-07-07,PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17""",Northeast Star,2017-07-07,PRESS BRIEFING ON OPERATIONAL ACTIVITIES OF OPERATION LAFIYA DOLE BY MAJOR GENERAL IBRAHIM ATTAHIRU ON 28 JUNE 17,MAJOR GENERAL IBRAHIM ATTAHIRU,1,Tsilala village,Tsulala village in Dikwa LGA,Borno state,Dikwa lga,11.9648,14.16666,POINT (14.16666 11.9648),146549,Nigeria,NGA,475,Africa,1,5,2017-04-01 00:00:00.000,2017-06-30 00:00:00.000,0,5,0,0,5,5,5,475.0,
237646,NIG-2017-1-640-172,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-18,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-18,"Situation North East (Adamawa, Borno and Yobe States)",,3,Mafa lga,Mafa lga,Borno state,Mafa lga,11.925833,13.605556,POINT (13.605556 11.925833),146548,Nigeria,NGA,475,Africa,1,1,2017-04-07 00:00:00.000,2017-04-07 00:00:00.000,5,0,0,0,5,5,5,475.0,
237651,NIG-2017-1-640-40,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-21,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-21,"Situation North East (Adamawa, Borno and Yobe States)",,1,Maiduguri town,Maiduguri,Borno state,Maiduguri lga,11.84644,13.160274,POINT (13.16027423 11.84644069),146547,Nigeria,NGA,475,Africa,1,1,2017-04-09 00:00:00.000,2017-04-09 00:00:00.000,0,2,0,0,2,2,2,475.0,
237652,NIG-2017-1-640-41,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,2,"""Vox Peccavi,2017-04-21,Situation North East (Adamawa, Borno and Yobe States)"";""Africa Research Bulletin,2017-05-12,Nigeria - Boko Haram Violence in April""",Vox Peccavi;Africa Research Bulletin,2017-04-21;2017-05-12,"Situation North East (Adamawa, Borno and Yobe States);Nigeria - Boko Haram Violence in April",,1,Dalori village,"DALORI, JERE LGA, near Maiduguri",Borno state,Jere lga,11.76002,13.26606,POINT (13.26606 11.76002),146547,Nigeria,NGA,475,Africa,1,1,2017-04-12 00:00:00.000,2017-04-12 00:00:00.000,2,2,0,0,4,4,4,475.0,
237655,NIG-2017-1-640-164,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,3,Kala/Balge lga,"DEIMA, BARDOO and AHIRDE Villages, Kala Balge LGA

JARAWA, ARTANO SADUGUMA DUVE KALA BOK MSHERDE",Borno state,Kala/Balge lga,12.04639,14.48093,POINT (14.48093 12.04639),147269,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,6,0,0,6,6,6,475.0,
237656,NIG-2017-1-640-167,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Duwe village,DUVE village,Borno state,Kala/Balge lga,12.16667,14.48333,POINT (14.48333 12.16667),147269,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,3,0,0,3,3,3,475.0,
237657,NIG-2017-1-640-165,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Kala Balge town,KALA village,Borno state,Kala/Balge lga,12.07872,14.45192,POINT (14.45192 12.07872),147269,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,3,0,0,3,3,3,475.0,
237658,NIG-2017-1-640-166,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Bok village,BOK village,Borno state,Kala/Balge lga,12.044386,14.452477,POINT (14.452477 12.044386),147269,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,2,0,0,2,2,2,475.0,
237659,NIG-2017-1-640-168,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Misherde village,MSHERDE village,Borno state,Kala/Balge lga,11.99351,14.45069,POINT (14.45069 11.99351),146549,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,2,0,0,2,2,2,475.0,
237660,NIG-2017-1-640-169,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Saduguma village,SADUGUMA village,Borno state,Kala/Balge lga,12.2,14.48333,POINT (14.48333 12.2),147269,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,2,0,0,2,3,2,475.0,
237661,NIG-2017-1-640-171,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Artano village,ARTANO village,Borno state,Kala/Balge lga,12.2,14.5,POINT (14.5 12.2),147270,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,2,0,0,2,2,2,475.0,
237662,NIG-2017-1-640-170,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,1,Jarawa village,JARAWA village,Borno state,Kala/Balge lga,11.96194,14.3475,POINT (14.3475 11.96194),146549,Nigeria,NGA,475,Africa,1,1,2017-04-17 00:00:00.000,2017-04-17 00:00:00.000,0,2,0,0,2,2,2,475.0,
237665,NIG-2017-1-640-42.1,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,2,Disa village,"DISSA (near), GWOZA LGA",Borno state,Gwoza lga,11.0262,13.57547,POINT (13.57547 11.0262),145828,Nigeria,NGA,475,Africa,1,1,2017-04-18 00:00:00.000,2017-04-18 00:00:00.000,0,3,0,0,3,3,3,475.0,
237670,NIG-2017-1-640-42.2,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,2,Patawe village,"PATAWE (near), GWOZA LGA",Borno state,Gwoza lga,11.032172,13.646672,POINT (13.646672 11.032172),145828,Nigeria,NGA,475,Africa,1,1,2017-04-18 00:00:00.000,2017-04-18 00:00:00.000,0,3,0,0,3,3,3,475.0,
237671,NIG-2017-1-640-43,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Vox Peccavi,2017-04-28,Situation North East (Adamawa, Borno and Yobe States)""",Vox Peccavi,2017-04-28,"Situation North East (Adamawa, Borno and Yobe States)",,3,Gwoza lga,"NGOSHE-BOKKOTINTA-PULKA, GWOZA LGA",Borno state,Gwoza lga,11.103593,13.712983,POINT (13.712983 11.103593),145828,Nigeria,NGA,475,Africa,1,1,2017-04-19 00:00:00.000,2017-04-19 00:00:00.000,3,0,0,0,3,3,3,475.0,
240784,NIG-2017-1-640-90,2017,True,Clear,1,297,297,Nigeria: Government,640,640,Government of Nigeria - JAS,84,84,Government of Nigeria,1051,1051,JAS,1,"""Nigeria Watch,2017-04-26,Army vs Boko Haram , Adamawa""",Nigeria Watch,2017-04-26,"Army vs Boko Haram , Adamawa",,1,Madagali town,Madagali,Adamawa state,Madagali lga,10.88942,13.62832,POINT (13.62832 10.88942),145108,Nigeria,NGA,475,Africa,1,1,2017-04-26 00:00:00.000,2017-04-26 00:00:00.000,0,24,0,0,24,24,24,475.0,
